wind_speed,swr,turb_param.k_min,qual
1,1,1e-05,91189.1624309224
0.968909418113921,0.987691635821764,9.71977999497743e-06,89802.9097286798
0.839264867879917,1.02425671371222,1.15227205506252e-05,104717.792436783
1.01962681199629,1.18580408444489,8.58851222649617e-06,91323.5359436537
1.07488012042079,1.14289040597384,9.52044798526063e-06,94243.980793049
0.962547335612664,0.961314941320041,1.15526290667978e-05,97743.8301124355
0.964476128285437,0.996004442140442,9.77819006280713e-06,90462.9939401163
0.886888261538087,0.771662175693518,9.51043061169795e-06,91500.1720878349
1.04219774686026,0.852263021874607,9.46044355497077e-06,87087.2799834525
1.09158948622648,0.88115885256661,8.67548138532407e-06,83139.2691008129
1.02331915668508,0.947365612793479,1.07563628788098e-05,92883.3891714872
1.12382118001119,1.05119460595415,8.55410688471273e-06,83036.3562496649
1.13160411212179,0.93114788233001,9.93655764621235e-06,88018.426669094
1.17999722934503,1.03990935563148,8.5045935437229e-06,82054.5873870383
1.32346381510005,0.874893482218402,8.42330821237369e-06,80775.3778833878
1.35078401462626,0.992903987302316,8.57110501939401e-06,81034.4049181544
1.35309358105294,0.802285072682542,8.9119875252917e-06,84958.8372059095
1.49811291313672,0.889256588818732,8.88839501585878e-06,82112.1927803339
1.23225741056087,0.954114299020483,8.37866861910631e-06,80160.0958217192
1.33695108909259,0.966537322310457,1.01793502498767e-05,88233.1966819889
1.10766840526296,0.879868139662997,7.08580975234824e-06,75150.1120185948
1.11883503139231,0.922670974000595,7.82700500304985e-06,78044.7654670058
1.14238555721611,0.980295271015419,7.24285554797052e-06,73850.0689270009
1.23173436224457,1.03340959988689,7.96913804449158e-06,78370.165900769
1.00377420883573,1.12729643681373,6.86555608300015e-06,73014.2310345969
1.12411582668589,1.20249700821684,8.71732708956336e-06,91339.1518074093
0.855784585102229,1.06266111511391,7.20203681723986e-06,76019.1214657438
1.02514401414903,1.07927205700201,6.83140335867543e-06,71426.7474361604
1.16117950382302,0.821553589751421,8.00809366887456e-06,82031.6370086811
1.18527022420463,0.971877574279677,6.69005038228568e-06,70140.5497701249
1.22013964602244,0.842486084426666,7.39981315546794e-06,78082.720278878
1.34874431550688,1.05025478001792,6.00692589474656e-06,64645.8596533844
1.35960434704507,1.19050638922011,6.46581232327472e-06,70911.533357366
1.38714709160404,0.961452682611351,5.83590166990123e-06,64680.8330987891
1.39403035812065,1.10191494800784,5.25976864159802e-06,58398.0966937411
1.38363714502547,1.13992050683739,7.74680568708023e-06,79693.6596697317
1.34854775211867,1.20775553819672,5.49620635175313e-06,61466.615593642
1.37621038264968,0.946099714984016,5.25146960541703e-06,61011.3218513506
1.47023536219121,0.987299895069062,3.57636420282938e-06,48190.5156698663
1.49618622349663,0.96673467295529,2.77211849392042e-06,45602.0012888016
1.63421259169925,1.06168396193436,7.57046357837888e-07,39857.5951122115
1.61598916931538,0.94656071541994,-3.32724967832409e-08,39857.5951122115
1.60867051202257,0.812350811538091,1.34387734042982e-06,61544.0361466058
1.53147103603248,1.02036772624877,1.7692044753752e-06,41003.8698656342
1.43969581793916,1.09675443350291,-1.24250357582406e-06,41003.8698656342
1.56104696395561,0.974030058180333,-1.73895550047806e-06,41003.8698656342
1.44165779100917,0.938608102643698,-1.38411294887622e-07,41003.8698656342
1.64338861584332,1.12170335800398,1.18195558770793e-06,30189.78942919
1.64383468291479,1.10061798249233,1.66281252363052e-06,31108.9289302042
1.79479348458474,1.25237273296022,1.40239080547721e-06,22102.8260166506
1.95729881689876,1.24221651186809,2.12381674125567e-06,35961.7966048139
1.83963237845631,1.23987782757392,3.76265129106748e-06,55177.7254114793
1.71494592646168,1.36372967266255,2.3425859819297e-06,31186.9548956162
1.79334580694913,1.21492673689083,4.5879698006205e-07,21392.512019835
1.73989718245075,1.22459276265538,6.50680960357396e-07,22224.3704067372
1.93992920775141,1.1000659594435,3.29086969157425e-07,20360.0801639597
1.92124910607766,1.11140630654548,1.71077294287918e-06,29048.6799182611
1.9216252169953,1.02042569339751,-9.98908533588606e-08,29048.6799182611
1.97136849329789,1.10908951495176,3.3282164324258e-08,23111.9572316166
1.80894376188629,1.39514243077285,1.24532092214409e-06,19359.3703451511
1.79810432685797,1.26010836509665,6.04129605226628e-07,18389.3212268009
1.82029141603989,1.33720972584909,1.57064698720603e-06,23230.0217109115
1.70579010843194,1.26066783070052,-4.79647207520884e-07,23230.0217109115
1.61757675767921,1.24073417387719,4.98022098859581e-07,32806.6793190584
1.82071934029212,1.35802772465055,1.62813587544781e-06,23999.0007376928
1.67169682869567,1.32464089590835,1.05717988120739e-06,20286.237665343
1.83548545342364,1.35222330991458,1.45698423290072e-06,22111.6647531716
1.64329942042066,1.2445416664894,-4.01530583168561e-07,22111.6647531716
1.87626888422336,1.23340118788383,4.96452894265701e-07,16494.3234546071
2.08554846815658,1.37668264177153,1.22152216714958e-06,29295.7455460947
1.89564150742654,1.09585813011018,6.72667768090974e-07,21195.2097061402
1.60501293161204,1.25965146538294,-2.13098918587547e-06,21195.2097061402
1.83472037348521,1.337772295108,2.50922651044714e-06,37476.9541577427
2.00886874043127,1.24861443977737,1.09160698067261e-06,22158.8499064067
1.95714165348653,1.2657295684189,1.82249692219093e-07,14681.9095146794
2.01123657425142,1.47873512068192,6.79024758795124e-07,16850.1969304846
