wind_speed,swr,Phys.par.C_shelter,qual
1,1,0.15,20463.3218674594
1.07143220717892,1.03649604012066,0.15817721010586,17965.4200659317
0.889830058269426,1.10842467404246,0.145795247687514,20180.6950373623
0.887440126880917,0.993538664941603,0.1321484761962,22661.0238219396
1.07005534579093,0.972260017568634,0.161295755488261,21001.3559473184
1.04322705318979,0.971577193751471,0.160903857009475,21556.2260689586
1.08614364949149,0.856059979114921,0.185387022035457,26545.4969336377
0.957370572655636,1.10155503310379,0.155113914005606,18280.4814367489
0.993659137289877,1.11425270051053,0.160209926775193,17254.5427303798
0.975578831413366,1.13863408713282,0.174788488807903,17127.0069295887
1.11549148368576,1.05996126930033,0.1784764041185,15558.8271998581
1.02640130738028,1.08565204136716,0.17862768739407,16302.966186152
1.08587953539973,1.0646161335947,0.184127057466181,15583.205575216
1.17175448032484,1.01225343924818,0.158205065110932,17425.5957587335
1.21465012650236,1.09688649357846,0.173904269623735,13769.0304942522
1.08848560705928,1.3850946081203,0.180780293366507,21988.1926378592
1.35228909790637,1.08240241117206,0.161926059806664,13426.6453642422
1.43027379348366,0.953123722996629,0.162988123701182,16854.9044637529
1.43671570102961,1.15437438489686,0.155461306741936,14059.610110771
1.21244351978149,1.02626137999662,0.15279665930862,16667.2118407133
1.63715621533645,1.11773996855417,0.162197942401039,20217.2146051356
1.49115634154975,1.17530429178613,0.145960111490492,14967.6250878565
1.53351365312423,1.14135687365079,0.164701934717809,17157.0530681113
1.21882923575885,1.039385672035,0.192167289652148,14028.2127640549
1.42171561145455,1.1383847195463,0.171672783950776,14463.7648460834
1.26294584999867,1.16717321539072,0.169612247104705,13343.1356446965
1.19076145714716,1.04610634365379,0.18279199125853,14645.0386468999
1.18445921630805,1.0894897126603,0.119333347790192,16742.0743314189
1.23718159246271,1.15838822823048,0.163926808360672,13493.9374940796
1.07422474172224,1.11151171239218,0.169829968235252,15387.9818071504
1.25673522987979,1.1663105701461,0.169723783997038,13366.7119233298
1.15013615274411,1.12892158493662,0.175656323806368,14098.2583346364
1.11757967837001,1.20060605880439,0.165668397436586,14933.9157988929
1.30233693566651,1.27235819780722,0.16132301902981,14985.6776378277
1.28614675240495,1.22361623781285,0.177167788229077,14076.999553175
1.29378555054163,1.17352556369732,0.147165791406916,13527.4858810853
1.5585381465715,0.91913988390141,0.163105790820139,19402.8182381709
1.24392875590537,1.07844856897786,0.150685569773167,14803.5663385437
1.29008901866391,0.958940797289916,0.160669170658023,17509.9917654604
1.28846653892766,1.14618103639548,0.189862989781041,13093.323220784
1.13969876319606,1.21032744738751,0.189535430938052,14560.0245896315
