wind_speed,swr,Phys.par.C_shelter,qual
1,1,0.15,55589.7894371961
0.892547037301539,0.870321159103142,0.156536494706292,75888.5066012475
0.936249814987214,0.933725365490707,0.1518947658867,65265.6550483119
1.04484369775681,0.853899106590178,0.159668319366894,73569.4356205716
1.08660564184432,1.09487869808424,0.125329770612871,45683.3117007877
1.15075162281279,1.13828908323969,0.115689139289145,43199.5579093527
1.28760399604695,1.19658028318917,0.121011944936047,35170.0967191458
1.14223112991506,1.33806016450333,0.116933023953817,34066.0176549455
1.20019523853097,1.15062260534922,0.132081860701534,39119.6262766387
1.21494585757751,1.15526077904649,0.133423055458293,38291.0138820542
1.28038227609584,1.28592392613848,0.108821660060548,32251.9974286853
