wind_speed,swr,Phys.par.C_shelter,qual
1,1,0.15,143048.157255231
1.10189353317247,1.03570446866652,0.159548069265611,133983.939654503
1.07651791321081,1.02824394542103,0.167592802980061,135528.315289582
1.22889964854966,1.07862648529861,0.17335200569819,126883.759212183
1.20616058861398,1.3205204050975,0.177896342767882,100172.142528646
1.26057672016467,1.12597978212846,0.202011582551103,121286.326302487
1.09059333845952,1.30714182871446,0.179296434945263,102466.730454193
1.20567533358075,1.25871024341274,0.180287446228832,106638.893401444
1.07224163129969,1.29325418315711,0.178447524807476,103574.168069761
1.02178492527705,1.45159737607591,0.185486964368958,90125.5549398146
0.839945088406862,1.6264965930028,0.1767898661842,79614.6526589087
0.849830323746083,1.7181709765816,0.186117549130345,75179.6660480521
0.960100045846545,1.82413215330042,0.19840022954602,69763.4415621207
1.24596459645701,1.80223179625051,0.228494007518551,59729.5261150066
1.17126330105545,1.92000783810882,0.223826967117153,60486.1682242488
1.09518741624621,1.86991724716855,0.198340300832725,65574.5297500231
1.22192227765708,1.80518556587204,0.243197776549098,59280.4243785435
1.23566399451878,1.71985694818666,0.254003094348492,63366.4160752322
1.24371262527076,1.77796982723828,0.235006732864531,60771.9359624229
1.16264547516009,1.85823821165063,0.249309581465186,58073.0055853436
1.23465611210237,1.69854552058727,0.25955124877705,64480.2191658807
1.00590549148233,1.74965034188074,0.251092501313409,66726.0559509503
1.18412709764737,1.78767883910905,0.22504918520907,61817.673113916
1.1839114737939,1.87994373231861,0.242058284086114,57421.5960112197
1.2121480623727,1.84995019173264,0.252590146522841,56587.7185456321
1.2873585725162,1.92248094513991,0.248670245446639,52320.3878454016
1.29854919349234,1.96847953485752,0.240605958392447,52408.0511380686
1.35301380042557,1.88301588440252,0.248601742005031,52427.5760125065
1.32131683939367,1.98887607863546,0.23778153280697,51198.3135611989
1.2712738852941,1.91573707483233,0.198720769302009,58667.1100565933
1.26161048448157,1.99861674287218,0.23460968114929,53953.8452535781
1.29705265776556,1.97649698306877,0.254457556041025,51208.9327703849
1.21461374583424,2.09410295078893,0.285284698360546,50765.0571123056
1.37916257787134,2.07731542829174,0.266193527450606,45487.4946494991
1.34922920945456,2.25250838301557,0.243380842645897,47701.1245864141
1.37035933479028,2.05901749572311,0.267318104729402,46039.2410795479
1.43637768683378,2.0732694498767,0.296235450109874,42386.200849903
1.59376918410957,1.92263368375296,0.286157321615123,43826.4607396996
1.54864524312224,2.11212710338297,0.308539161039624,37832.5635889311
1.77430344722636,2.09040180041365,0.298715333909591,32879.0735029084
1.77687646377159,2.04376381588947,0.300503135392027,33886.5401614537
1.77593207648818,2.15539903478639,0.295197168705231,31802.8693448922
1.87963338343371,2.09045842185439,0.31540607439459,29478.0249094115
1.76781120310939,1.88255719336456,0.300349538862344,40036.972794242
1.76278668373585,2.14303746143544,0.30908163674453,31647.825608893
1.80836825823733,1.9029585232067,0.271138505049009,40294.4361371209
