wind_speed,swr,turb_param.k_min,qual
1.63894214911006,1.68073701583588,2.87263404626774e-07,10772.90343685
1.617739796033,1.92912279102508,5.34547242645164e-07,9987.20750802945
1.68703836438305,1.98868240154227,-3.28791137415362e-07,9987.20750802945
1.67519597612185,1.94629430074331,-2.35292058378824e-06,9987.20750802945
1.77298770345478,2.06935030116128,-2.11462376838606e-06,9987.20750802945
1.85722213783692,2.18172045103856,-1.03176329402893e-06,9987.20750802945
1.84994609195245,2.07889232762434,-1.79617826133607e-06,9987.20750802945
1.98830221190137,2.21351569655354,-2.73514489362405e-06,9987.20750802945
1.95015012626109,2.26147996609945,-1.7353574051682e-06,9987.20750802945
1.90912604113395,2.22451842412322,-7.60707178818864e-07,9987.20750802945
1.90403113406143,2.16575460299403,-4.51162066961459e-07,9987.20750802945
2.06936298965005,2.190667806249,-9.32087132387383e-07,9987.20750802945
2.12150612752116,2.05622656526787,7.00921401094973e-08,39616.2785687561
1.95151692587395,2.05075896086184,-4.89756016881518e-07,39616.2785687561
2.01525884736498,2.23639914497351,-2.55579803039652e-06,39616.2785687561
1.98030677899658,2.14014675387312,-1.64230904091611e-06,39616.2785687561
2.2409190371374,2.26698242442459,-1.01454112402669e-06,39616.2785687561
2.032462646551,2.24322809336589,-7.13473363584654e-07,39616.2785687561
2.1740610454174,2.21218097527738,-8.10307692959291e-07,39616.2785687561
2.25136226342179,2.2379700567922,-2.00263837688096e-06,39616.2785687561
2.16283353014485,2.13239954900474,-3.1253834149399e-07,39616.2785687561
2.06460218115977,2.22089531063155,-6.29502228397927e-07,39616.2785687561
2.00575444991084,2.17700637090751,-1.05078268418073e-06,39616.2785687561
2.00485586447602,2.02888770508861,2.72463363887773e-07,31278.1349025912
2.07036337618645,2.11572378056267,-1.53264639836134e-06,31278.1349025912
2.17340867155748,2.3431584407096,-1.5417867353614e-06,31278.1349025912
2.0518447468278,1.97017827154603,-1.99207165882622e-06,31278.1349025912
2.07544671907237,2.2260241617057,-2.50883472907157e-06,31278.1349025912
2.17188224991449,2.34540862688642,-8.91328774839298e-07,31278.1349025912
2.03376382528597,2.17651954226165,-7.13744422830584e-07,31278.1349025912
2.0531907430185,2.18521328900323,-1.84175866428143e-06,31278.1349025912
2.32373387461696,2.05360327473945,-4.43544547492537e-07,31278.1349025912
2.05336477870971,2.38028201397484,-4.76949610635207e-08,31278.1349025912
2.15287643205841,2.29490947510563,-7.16806438199922e-07,31278.1349025912
1.82386981322857,2.40553551940351,-1.28956414315425e-06,31278.1349025912
2.08428932043631,2.35107275732422,-3.16766737560027e-06,31278.1349025912
2.06648176189148,2.21119400125299,-1.2187614559377e-06,31278.1349025912
1.97049853844365,2.08513612769649,-3.37490991327998e-07,31278.1349025912
2.11419769593372,2.07163365939652,-8.26201554384369e-07,31278.1349025912
1.98400612188077,2.37845143535517,-1.66596705057243e-06,31278.1349025912
2.0933152233601,2.22852933487598,-1.03868855007327e-06,31278.1349025912
1.85814786817005,2.22905789390485,-6.93031026707993e-07,31278.1349025912
2.15057135143408,2.13422949118202,-7.68103100467884e-07,31278.1349025912
2.30092855716082,2.26749416970405,3.43716083610425e-07,72549.2034839245
1.98019886167442,2.26754131123741,-1.03484067262514e-06,72549.2034839245
2.35768796262115,2.24849574712238,-3.7478433053321e-07,72549.2034839245
2.05331580995667,2.09252390565419,2.99643214126178e-07,37671.6609177607
2.20003974583928,2.28274655589594,-3.95931903592613e-06,37671.6609177607
2.2371793123678,2.1852759936302,-6.20045031811124e-07,37671.6609177607
1.96852640970233,2.02756645718021,-1.04412514491023e-06,37671.6609177607
2.16969813533956,2.16090093167439,-1.9131777404748e-06,37671.6609177607
1.93980064161166,2.3158232364028,-2.40758067406713e-06,37671.6609177607
2.14562495333587,2.07962915982603,3.2077245858332e-07,47076.7187768742
2.21934072367438,2.03732778261259,-1.33300292201667e-06,47076.7187768742
1.97188238105117,2.12768446348978,-7.20693604174625e-07,47076.7187768742
2.18442104207048,2.31359815886546,-8.12559292212197e-07,47076.7187768742
2.09292872617125,2.08511302623687,-4.35781166399451e-06,47076.7187768742
2.21085004771112,2.20034787638426,-3.10028751713202e-07,47076.7187768742
