"",-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
93.0000,NaN,NaN,NaN,NaN,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0002E+000,4.0110E+000,4.0220E+000,4.0330E+000,4.0434E+000,4.0525E+000,4.0610E+000,4.0695E+000,4.0765E+000,4.0808E+000,4.0835E+000,4.0863E+000,4.0893E+000,4.0973E+000,4.1055E+000,4.1137E+000,4.1214E+000,4.1275E+000,4.1330E+000,4.1385E+000,4.1470E+000,4.1608E+000,4.1775E+000,4.1943E+000,4.2115E+000,4.2332E+000,4.2555E+000,4.2778E+000,4.2964E+000,4.3027E+000,4.3055E+000,4.3083E+000,4.3140E+000,4.3250E+000,4.3390E+000,4.3530E+000,4.3717E+000,4.4170E+000,4.4670E+000,4.4993E+000,4.5311E+000
94.0000,NaN,NaN,NaN,NaN,4.0036E+000,4.0031E+000,4.0030E+000,4.0023E+000,4.0025E+000,4.0055E+000,4.0119E+000,4.0204E+000,4.0296E+000,4.0389E+000,4.0481E+000,4.0568E+000,4.0649E+000,4.0723E+000,4.0782E+000,4.0827E+000,4.0863E+000,4.0901E+000,4.0959E+000,4.1037E+000,4.1121E+000,4.1211E+000,4.1299E+000,4.1366E+000,4.1434E+000,4.1526E+000,4.1668E+000,4.1834E+000,4.2020E+000,4.2230E+000,4.2471E+000,4.2756E+000,4.3184E+000,4.4533E+000,4.8203E+000,5.2543E+000,5.4330E+000,5.5072E+000,5.6946E+000,5.8137E+000,5.8818E+000,5.9183E+000,5.9377E+000,5.9503E+000,5.9583E+000,5.9619E+000,5.9654E+000
95.0000,NaN,NaN,NaN,NaN,4.3536E+000,4.3549E+000,4.3575E+000,4.3597E+000,4.3629E+000,4.3669E+000,4.3718E+000,4.3775E+000,4.3839E+000,4.3912E+000,4.3995E+000,4.4088E+000,4.4195E+000,4.4319E+000,4.4468E+000,4.4672E+000,4.4920E+000,4.5233E+000,4.5598E+000,4.6019E+000,4.6582E+000,4.7330E+000,4.8068E+000,4.8707E+000,4.9402E+000,5.0222E+000,5.1026E+000,5.1697E+000,5.2335E+000,5.3041E+000,5.3786E+000,5.4504E+000,5.5177E+000,5.5881E+000,5.6590E+000,5.7270E+000,5.7893E+000,5.8393E+000,5.8752E+000,5.9006E+000,5.9182E+000,5.9214E+000,5.9208E+000,5.9179E+000,5.9121E+000,5.9035E+000,5.8941E+000
96.0000,NaN,NaN,NaN,4.4623E+000,4.4626E+000,4.4634E+000,4.4645E+000,4.4658E+000,4.4677E+000,4.4702E+000,4.4734E+000,4.4773E+000,4.4819E+000,4.4876E+000,4.4945E+000,4.5027E+000,4.5131E+000,4.5260E+000,4.5454E+000,4.5712E+000,4.6025E+000,4.6395E+000,4.6812E+000,4.7296E+000,4.7924E+000,4.8718E+000,4.9274E+000,4.9806E+000,5.0440E+000,5.1118E+000,5.1728E+000,5.2315E+000,5.2970E+000,5.3721E+000,5.4580E+000,5.5577E+000,5.6634E+000,5.7772E+000,5.9051E+000,6.0605E+000,6.3083E+000,6.7070E+000,7.2213E+000,7.5042E+000,7.5549E+000,7.5586E+000,7.5567E+000,7.5532E+000,7.5492E+000,7.5456E+000,7.5421E+000
97.0000,NaN,NaN,NaN,4.4975E+000,4.4978E+000,4.4985E+000,4.4993E+000,4.5006E+000,4.5025E+000,4.5049E+000,4.5081E+000,4.5120E+000,4.5168E+000,4.5227E+000,4.5300E+000,4.5393E+000,4.5513E+000,4.5670E+000,4.5888E+000,4.6159E+000,4.6516E+000,4.6918E+000,4.7368E+000,4.7949E+000,4.8692E+000,4.9348E+000,4.9881E+000,5.0459E+000,5.1134E+000,5.1807E+000,5.2395E+000,5.3038E+000,5.3822E+000,5.4739E+000,5.5897E+000,5.7264E+000,5.9041E+000,6.1688E+000,6.5612E+000,7.0998E+000,7.7220E+000,8.3343E+000,8.8975E+000,9.1521E+000,9.2068E+000,9.2120E+000,9.2127E+000,9.2123E+000,9.2113E+000,9.2100E+000,9.2087E+000
98.0000,NaN,NaN,4.5186E+000,4.5186E+000,4.5189E+000,4.5194E+000,4.5203E+000,4.5216E+000,4.5235E+000,4.5261E+000,4.5294E+000,4.5336E+000,4.5388E+000,4.5454E+000,4.5536E+000,4.5643E+000,4.5773E+000,4.5972E+000,4.6227E+000,4.6553E+000,4.6940E+000,4.7373E+000,4.7895E+000,4.8575E+000,4.9341E+000,4.9890E+000,5.0422E+000,5.1109E+000,5.1838E+000,5.2474E+000,5.3155E+000,5.3992E+000,5.5035E+000,5.6418E+000,5.8237E+000,6.0532E+000,6.3411E+000,6.6950E+000,7.1354E+000,7.8022E+000,8.7830E+000,1.0128E+001,1.0938E+001,1.1242E+001,1.1318E+001,1.1331E+001,1.1332E+001,1.1330E+001,1.1327E+001,1.1324E+001,1.1322E+001
99.0000,NaN,4.5322E+000,4.5323E+000,4.5327E+000,4.5333E+000,4.5341E+000,4.5354E+000,4.5372E+000,4.5396E+000,4.5428E+000,4.5468E+000,4.5518E+000,4.5583E+000,4.5663E+000,4.5765E+000,4.5893E+000,4.6091E+000,4.6348E+000,4.6677E+000,4.7066E+000,4.7502E+000,4.8027E+000,4.8713E+000,4.9489E+000,5.0046E+000,5.0588E+000,5.1299E+000,5.2063E+000,5.2744E+000,5.3490E+000,5.4433E+000,5.5638E+000,5.7247E+000,5.9372E+000,6.2314E+000,6.7486E+000,7.7014E+000,8.8845E+000,1.0282E+001,1.1024E+001,1.1973E+001,1.2319E+001,1.2465E+001,1.2574E+001,1.2618E+001,1.2615E+001,1.2608E+001,1.2599E+001,1.2586E+001,1.2574E+001,1.2562E+001
100.0000,4.5686E+000,4.5689E+000,4.5696E+000,4.5707E+000,4.5718E+000,4.5735E+000,4.5757E+000,4.5785E+000,4.5819E+000,4.5861E+000,4.5911E+000,4.5972E+000,4.6046E+000,4.6139E+000,4.6260E+000,4.6428E+000,4.6665E+000,4.6956E+000,4.7325E+000,4.7763E+000,4.8296E+000,4.9076E+000,5.0212E+000,5.1293E+000,5.2453E+000,5.4042E+000,5.6101E+000,5.8387E+000,6.0820E+000,6.3750E+000,6.7565E+000,7.1762E+000,7.6894E+000,8.2573E+000,8.8719E+000,9.4862E+000,1.0163E+001,1.1011E+001,1.1846E+001,1.2489E+001,1.2860E+001,1.2895E+001,1.2899E+001,1.2899E+001,1.2899E+001,1.2898E+001,1.2895E+001,1.2892E+001,1.2888E+001,1.2886E+001,1.2883E+001
101.0000,4.6161E+000,4.6163E+000,4.6167E+000,4.6175E+000,4.6185E+000,4.6200E+000,4.6221E+000,4.6249E+000,4.6286E+000,4.6331E+000,4.6387E+000,4.6458E+000,4.6546E+000,4.6663E+000,4.6819E+000,4.7038E+000,4.7354E+000,4.7776E+000,4.8368E+000,4.9108E+000,5.0045E+000,5.1424E+000,5.3317E+000,5.5008E+000,5.6636E+000,5.8583E+000,6.0878E+000,6.3241E+000,6.5581E+000,6.8233E+000,7.1375E+000,7.5000E+000,7.9420E+000,8.4433E+000,9.0183E+000,9.6792E+000,1.0441E+001,1.1386E+001,1.2453E+001,1.3404E+001,1.3988E+001,1.4152E+001,1.4157E+001,1.4154E+001,1.4148E+001,1.4146E+001,1.4143E+001,1.4139E+001,1.4134E+001,1.4129E+001,1.4125E+001
