Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
      442   18.4167       7.77428       7.43885       4.75069      0.369407      0.129827E-01   0.00000      -311.396      -59.0881      -137.115       693.390       0.00000      -349.603       10.3326      0.718282       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      443   18.4583       7.81230       7.46527       4.75069      0.352381      0.123834E-01   0.00000      -291.905      -47.3888      -133.856       778.935       0.00000      -349.792       10.2729      0.711388       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      444   18.5000       7.86282       7.49901       4.75069      0.335606      0.117927E-01   0.00000      -271.864      -36.0089      -130.519       782.222       0.00000      -350.044       10.1950      0.705463       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      445   18.5417       7.91913       7.53438       4.75069      0.328665      0.115476E-01   0.00000      -254.009      -31.2057      -128.558       724.672       0.00000      -350.325       10.1016      0.700466       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      446   18.5833       7.97307       7.56700       4.75069      0.322111      0.113161E-01   0.00000      -242.061      -26.5491      -126.548       645.813       0.00000      -350.594       10.0077      0.696055       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      447   18.6250       8.02217       7.59497       4.75069      0.315840      0.110948E-01   0.00000      -228.414      -21.8931      -124.494       524.018       0.00000      -350.839       9.91449      0.692142       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      448   18.6667       8.06273       7.61541       4.75069      0.244506      0.858830E-02  0.254940E-02  -213.731      -25.2653      -110.373       389.911       0.00000      -351.041       9.82343      0.688650       5.00000       4.00000      0.163952       0.00000       0.00000       0.00000       0.00000    
      449   18.7083       8.07728       7.62755       4.75552      0.177234      0.622521E-02  0.443626E-02  -187.155      -25.0390      -88.7816       251.400       0.00000      -351.114       9.82438      0.690604       5.00000       4.00000      0.165005       0.00000       0.00000       0.00000       0.00000    
      450   18.7500       8.08161       7.63192       4.75827      0.117533      0.412820E-02  0.523897E-02  -124.260      -20.4119      -60.4883       60.9782       0.00000      -351.136       9.82919      0.691627       5.00000       4.00000      0.165607       0.00000       0.00000       0.00000       0.00000    
      451   18.7917       8.07463       7.62743       4.76006      0.749758E-01  0.263348E-02  0.545422E-02  -104.450      -14.9506      -39.6122       0.00000       0.00000      -351.101       9.83871      0.692354       5.00000       4.00000      0.165997       0.00000       0.00000       0.00000       0.00000    
      452   18.8333       8.06399       7.62010       4.76186      0.429586E-01  0.150892E-02  0.550179E-02  -107.361      -14.8967      -36.0869       0.00000       0.00000      -351.048       9.85009      0.693147       5.00000       4.00000      0.166391       0.00000       0.00000       0.00000       0.00000    
      453   18.8750       8.05307       7.61255       4.76371      0.109983E-01  0.386324E-03  0.569867E-02  -119.483      -17.4722      -39.1549       0.00000       0.00000      -350.993       9.86177      0.693963       5.00000       4.00000      0.166795       0.00000       0.00000       0.00000       0.00000    
      454   18.9167       8.04093       7.60416       4.76572      0.157163E-01  0.552062E-03  0.574099E-02  -122.369      -18.1321      -38.6565       0.00000       0.00000      -350.932       9.87472      0.694847       5.00000       4.00000      0.167233       0.00000       0.00000       0.00000       0.00000    
      455   18.9583       8.02852       7.59557       4.76777      0.345367E-01  0.121319E-02  0.578285E-02  -125.281      -18.8400      -38.1556       0.00000       0.00000      -350.870       9.88796      0.695754       5.00000       4.00000      0.167681       0.00000       0.00000       0.00000       0.00000    
      456   19.0000       8.01582       7.58677       4.76988      0.518645E-01  0.182191E-02  0.582323E-02  -128.150      -19.5534      -37.6429       0.00000       0.00000      -350.807       9.90150      0.696686       5.00000       4.00000      0.168141       0.00000       0.00000       0.00000       0.00000    
      457   19.0417       8.00286       7.57777       4.77203      0.622370E-01  0.218634E-02  0.582825E-02  -128.716      -20.0329      -36.0602       0.00000       0.00000      -350.742       9.91534      0.697642       5.00000       4.00000      0.168611       0.00000       0.00000       0.00000       0.00000    
      458   19.0833       7.98985       7.56873       4.77420      0.762733E-01  0.267949E-02  0.591695E-02  -134.930      -22.6623      -37.9613       0.00000       0.00000      -350.677       9.92924      0.698612       5.00000       4.00000      0.169086       0.00000       0.00000       0.00000       0.00000    
      459   19.1250       7.97624       7.55925       4.77647      0.921278E-01  0.323654E-02  0.610381E-02  -148.409      -28.2671      -44.1876       0.00000       0.00000      -350.610       9.94378      0.699625       5.00000       4.00000      0.169581       0.00000       0.00000       0.00000       0.00000    
      460   19.1667       7.96129       7.54883       4.77891      0.123924      0.435370E-02  0.639457E-02  -171.011      -36.6149      -57.3942       0.00000       0.00000      -350.535       9.95972      0.700716       5.00000       4.00000      0.170114       0.00000       0.00000       0.00000       0.00000    
      461   19.2083       7.94410       7.53682       4.78163      0.162546      0.571074E-02  0.664819E-02  -192.656      -44.6319      -70.0806       0.00000       0.00000      -350.449       9.97798      0.701932       5.00000       4.00000      0.170709       0.00000       0.00000       0.00000       0.00000    
      462   19.2500       7.92476       7.52330       4.78463      0.206634      0.725996E-02  0.637675E-02  -209.206      -50.7237      -79.7031       73.4030       0.00000      -350.353       9.99847      0.703268       5.00000       4.00000      0.171362       0.00000       0.00000       0.00000       0.00000    
      463   19.2917       7.91054       7.51372       4.78829      0.215813      0.758268E-02  0.532108E-02  -183.480      -33.3948      -76.0010       159.514       0.00000      -350.282       10.0167      0.704892       5.00000       4.00000      0.172162       0.00000       0.00000       0.00000       0.00000    
      464   19.3333       7.90680       7.51194       4.79233      0.224594      0.789126E-02  0.282518E-02  -141.394      -15.2347      -71.9266       239.426       0.00000      -350.263       10.0277      0.706693       5.00000       4.00000      0.173045       0.00000       0.00000       0.00000       0.00000    
      465   19.3750       7.91459       7.51868       4.79671      0.233515      0.820456E-02   0.00000      -109.178       3.56516      -67.6674       316.038       0.00000      -350.302       10.0304      0.708661       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      466   19.4167       7.96643       7.53301       4.79671      0.221929      0.779672E-02   0.00000      -73.5142       18.6131      -51.2636       386.574       0.00000      -350.561       9.85500      0.706534       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      467   19.4583       8.03395       7.55475       4.79671      0.214817      0.754589E-02   0.00000      -39.5132       32.8360      -36.2411       433.991       0.00000      -350.898       9.65363      0.704846       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      468   19.5000       8.10927       7.58218       4.79671       0.00000      0.101935E-03   0.00000      -28.2215      0.680585E-01 -0.340475E-01   411.527       0.00000      -351.274       9.45596      0.703472       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      469   19.5417       8.14416       7.60884       4.79671       0.00000      0.936116E-04   0.00000      -19.7756      0.837995E-01 -0.124356E-01   381.246       0.00000      -351.448       9.44205      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      470   19.5833       8.17772       7.63398       4.79671       0.00000      0.848057E-04   0.00000      -14.5281      0.995553E-01  0.913042E-02   339.842       0.00000      -351.616       9.42636      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      471   19.6250       8.20848       7.65660       4.79671       0.00000      0.754937E-04   0.00000      -9.10987      0.115346      0.306750E-01   280.149       0.00000      -351.770       9.41011      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      472   19.6667       8.23507       7.67545       4.79671       0.00000      0.709570E-04   0.00000      -8.40105      0.109520      0.433585E-01   208.764       0.00000      -351.903       9.39274      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      473   19.7083       8.25507       7.68939       4.79671       0.00000      0.688669E-04   0.00000      -7.48321      0.103923      0.561755E-01   135.113       0.00000      -352.003       9.37863      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      474   19.7500       8.26828       7.69825       4.79671       0.00000      0.697066E-04   0.00000      -8.90806      0.984229E-01  0.690947E-01   35.3102       0.00000      -352.069       9.36771      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      475   19.7917       8.27104       7.70008       4.79671       0.00000      0.770673E-04  0.324739E-02  -22.0995      0.712628E-01  0.416150E-01   0.00000       0.00000      -352.083       9.36528      0.703471       5.00000       4.00000      0.174002       0.00000       0.00000       0.00000       0.00000    
      476   19.8333       8.26867       7.69851       4.79720       0.00000      0.839848E-04  0.378979E-02  -35.1354      0.440385E-01  0.141252E-01   0.00000       0.00000      -352.071       9.36779      0.703675       5.00000       4.00000      0.174108       0.00000       0.00000       0.00000       0.00000    
      477   19.8750       8.26491       7.69604       4.79787      0.163641      0.574570E-02  0.412340E-02  -45.2760       9.76071      -7.36367       0.00000       0.00000      -352.052       9.37170      0.703954       5.00000       4.00000      0.174255       0.00000       0.00000       0.00000       0.00000    
      478   19.9167       8.26007       7.69285       4.79935      0.128595      0.451520E-02  0.446647E-02  -57.5731       4.36389      -6.74550       0.00000       0.00000      -352.028       9.37740      0.704598       5.00000       4.00000      0.174577       0.00000       0.00000       0.00000       0.00000    
      479   19.9583       8.25392       7.68880       4.80032      0.100786      0.353883E-02  0.471174E-02  -67.6404      0.673811      -5.89538       0.00000       0.00000      -351.997       9.38370      0.704997       5.00000       4.00000      0.174791       0.00000       0.00000       0.00000       0.00000    
      480   20.0000       8.24669       7.68404       4.80140      0.833031E-01  0.292500E-02  0.490395E-02  -76.3298      -1.68431      -5.30358       0.00000       0.00000      -351.961       9.39103      0.705433       5.00000       4.00000      0.175026       0.00000       0.00000       0.00000       0.00000    
      481   20.0417       8.23855       7.67867       4.80258      0.562578E-01  0.197540E-02  0.499274E-02  -80.6346      -1.69118      -4.06119       0.00000       0.00000      -351.920       9.39926      0.705909       5.00000       4.00000      0.175284       0.00000       0.00000       0.00000       0.00000    
      482   20.0833       8.22995       7.67301       4.80381      0.371233E-01  0.130354E-02  0.507704E-02  -84.8815      -1.59369      -3.20899       0.00000       0.00000      -351.877       9.40794      0.706405       5.00000       4.00000      0.175552       0.00000       0.00000       0.00000       0.00000    
      483   20.1250       8.22091       7.66704       4.80509      0.302500E-01  0.106221E-02  0.518696E-02  -90.6201      -2.05471      -3.66941       0.00000       0.00000      -351.832       9.41707      0.706922       5.00000       4.00000      0.175832       0.00000       0.00000       0.00000       0.00000    
      484   20.1667       8.21127       7.66067       4.80644      0.109779E-01  0.385491E-03  0.526570E-02  -94.9279      -2.30674      -3.69636       0.00000       0.00000      -351.783       9.42679      0.707465       5.00000       4.00000      0.176126       0.00000       0.00000       0.00000       0.00000    
      485   20.2083       8.20118       7.65400       4.80783      0.168032E-01  0.590058E-03  0.533326E-02  -98.7584      -2.53839      -3.70325       0.00000       0.00000      -351.733       9.43696      0.708029       5.00000       4.00000      0.176430       0.00000       0.00000       0.00000       0.00000    
      486   20.2500       8.19069       7.64706       4.80927      0.358804E-01  0.125999E-02  0.395636E-02  -102.252      -2.80118      -3.71286       122.366       0.00000      -351.681       9.44752      0.708612       5.00000       4.00000      0.176745       0.00000       0.00000       0.00000       0.00000    
      487   20.2917       8.19164       7.64840       4.81033       0.00000      0.411804E-04   0.00000      -91.2344      0.897558E-02 -0.566962E-02   261.724       0.00000      -351.685       9.45066      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      488   20.3333       8.20588       7.66020       4.81033       0.00000      0.438957E-04   0.00000      -86.1016      0.364533E-01  0.141175E-01   391.013       0.00000      -351.757       9.44991      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      489   20.3750       8.23156       7.68137       4.81033       0.00000      0.502094E-04   0.00000      -68.6889      0.636334E-01  0.336958E-01   492.450       0.00000      -351.885       9.44801      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      490   20.4167       8.26754       7.71082       4.81033       0.00000      0.462918E-04   0.00000      -62.6331      0.823516E-01  0.443762E-01   601.683       0.00000      -352.065       9.44430      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      491   20.4583       8.31330       7.74830       4.81033       0.00000      0.422630E-04   0.00000      -56.8655      0.100926      0.548431E-01   675.019       0.00000      -352.294       9.43981      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      492   20.5000       8.36576       7.79129       4.81033       0.00000      0.386284E-04   0.00000      -51.5677      0.119400      0.651287E-01   679.300       0.00000      -352.557       9.43492      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      493   20.5417       8.41905       7.83495       4.81033       0.00000      0.480111E-04   0.00000      -41.8421      0.124915      0.650422E-01   629.268       0.00000      -352.824       9.43006      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      494   20.5833       8.46949       7.87581       4.81033       0.00000      0.585016E-04   0.00000      -37.6301      0.130469      0.649986E-01   561.074       0.00000      -353.077       9.42337      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      495   20.6250       8.51502       7.91222       4.81033       0.00000      0.681655E-04   0.00000      -24.9089      0.135953      0.650387E-01   402.497       0.00000      -353.305       9.41527      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      496   20.6667       8.54898       7.93848       4.81033       0.00000      0.714105E-04   0.00000      -23.8636      0.127985      0.657598E-01   300.405       0.00000      -353.475       9.40527      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      497   20.7083       8.57421       7.95770       4.81033       0.00000      0.748431E-04   0.00000      -22.5238      0.120007      0.666346E-01   195.129       0.00000      -353.602       9.39664      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      498   20.7500       8.59027       7.96969       4.81033       0.00000      0.781599E-04   0.00000      -9.73170      0.112294      0.676690E-01   51.3658       0.00000      -353.683       9.39007      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      499   20.7917       8.59479       7.97257       4.81033       0.00000      0.793927E-04  0.316050E-02  -18.9014      0.858238E-01  0.495661E-01   0.00000       0.00000      -353.705       9.38599      0.708935       5.00000       4.00000      0.176977       0.00000       0.00000       0.00000       0.00000    
      500   20.8333       8.59277       7.97124       4.81080       0.00000      0.805163E-04  0.360197E-02  -27.9865      0.595815E-01  0.314879E-01   0.00000       0.00000      -353.695       9.38796      0.709116       5.00000       4.00000      0.177079       0.00000       0.00000       0.00000       0.00000    
      501   20.8750       8.58978       7.96926       4.81142       0.00000      0.817482E-04  0.395571E-02  -37.0810      0.333521E-01  0.133574E-01   0.00000       0.00000      -353.680       9.39082      0.709353       5.00000       4.00000      0.177214       0.00000       0.00000       0.00000       0.00000    
      502   20.9167       8.58582       7.96665       4.81217       0.00000      0.801539E-04  0.415476E-02  -42.9847      0.204748E-01  0.299224E-02   0.00000       0.00000      -353.660       9.39457      0.709639       5.00000       4.00000      0.177378       0.00000       0.00000       0.00000       0.00000    
      503   20.9583       8.58123       7.96362       4.81300      0.114723      0.402567E-02  0.430969E-02  -48.0007       3.21045      -2.91953       0.00000       0.00000      -353.637       9.39889      0.709955       5.00000       4.00000      0.177560       0.00000       0.00000       0.00000       0.00000    
      504   21.0000       8.57611       7.96024       4.81391      0.110402      0.387408E-02  0.470059E-02  -62.3202      -1.99510      -6.78311       0.00000       0.00000      -353.612       9.40369      0.710296       5.00000       4.00000      0.177758       0.00000       0.00000       0.00000       0.00000    
      505   21.0417       8.56947       7.95586       4.81500      0.109660      0.384809E-02  0.502030E-02  -75.9809      -6.45858      -11.0314       0.00000       0.00000      -353.578       9.40985      0.710704       5.00000       4.00000      0.177996       0.00000       0.00000       0.00000       0.00000    
      506   21.0833       8.56138       7.95051       4.81625      0.113046      0.396697E-02  0.531897E-02  -90.4524      -11.2387      -15.8205       0.00000       0.00000      -353.538       9.41730      0.711171       5.00000       4.00000      0.178270       0.00000       0.00000       0.00000       0.00000    
      507   21.1250       8.55175       7.94416       4.81768      0.120319      0.422226E-02  0.561916E-02  -106.772      -16.9000      -21.5768       0.00000       0.00000      -353.489       9.42612      0.711698       5.00000       4.00000      0.178581       0.00000       0.00000       0.00000       0.00000    
      508   21.1667       8.54040       7.93666       4.81929      0.115621      0.405748E-02  0.566647E-02  -109.644      -16.6477      -21.9860       0.00000       0.00000      -353.432       9.43646      0.712291       5.00000       4.00000      0.178933       0.00000       0.00000       0.00000       0.00000    
      509   21.2083       8.52876       7.92895       4.82094      0.111875      0.392613E-02  0.571601E-02  -112.706      -16.5496      -22.4786       0.00000       0.00000      -353.374       9.44708      0.712899       5.00000       4.00000      0.179293       0.00000       0.00000       0.00000       0.00000    
      510   21.2500       8.51681       7.92103       4.82262      0.107862      0.378535E-02  0.503539E-02  -115.380      -16.3177      -22.8225       75.5086       0.00000      -353.314       9.45798      0.713522       5.00000       4.00000      0.179661       0.00000       0.00000       0.00000       0.00000    
      511   21.2917       8.51185       7.91819       4.82410      0.106570      0.374007E-02  0.354237E-02  -107.442      -10.9639      -20.7488       159.097       0.00000      -353.289       9.46482      0.714011       5.00000       4.00000      0.179984       0.00000       0.00000       0.00000       0.00000    
      512   21.3333       8.51579       7.92171       4.82517      0.105653      0.370787E-02   0.00000      -84.8512      -5.83306      -18.8459       236.619       0.00000      -353.309       9.46610      0.714281       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      513   21.3750       8.54395       7.93222       4.82517      0.105096      0.368809E-02   0.00000      -52.5728     -0.952608      -17.1895       153.356       0.00000      -353.450       9.40470      0.714015       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      514   21.4167       8.56987       7.93919       4.82517      0.977365E-01  0.342967E-02   0.00000      -46.8132       1.62769      -14.8925       187.158       0.00000      -353.580       9.33660      0.713762       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      515   21.4583       8.61291       7.94893       4.82517      0.897504E-01  0.314917E-02   0.00000      -41.9904       3.68566      -12.7347       209.830       0.00000      -353.796       9.21793      0.713552       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      516   21.5000       8.66666       7.96058       4.82517       0.00000      0.695645E-04   0.00000      -49.3702      0.182799E-01 -0.392939E-01   430.624       0.00000      -354.067       9.07150      0.713388       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      517   21.5417       8.70075       7.98708       4.82517       0.00000      0.696443E-04   0.00000      -41.2672      0.297871E-01 -0.360670E-01   398.914       0.00000      -354.238       9.06565      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      518   21.5833       8.73302       8.01194       4.82517       0.00000      0.700517E-04   0.00000      -36.7374      0.411806E-01 -0.328160E-01   355.758       0.00000      -354.400       9.05924      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      519   21.6250       8.76204       8.03412       4.82517       0.00000      0.708643E-04   0.00000      -51.4105      0.526154E-01 -0.295069E-01   428.595       0.00000      -354.546       9.05278      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      520   21.6667       8.79582       8.06034       4.82517       0.00000      0.754771E-04   0.00000      -48.9043      0.483408E-01 -0.302955E-01   320.355       0.00000      -354.716       9.04710      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      521   21.7083       8.82032       8.07919       4.82517       0.00000      0.798356E-04   0.00000      -46.0998      0.441950E-01 -0.309256E-01   208.848       0.00000      -354.839       9.04235      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      522   21.7500       8.83510       8.09049       4.82517       0.00000      0.839902E-04   0.00000      -29.6260      0.400477E-01 -0.313810E-01   63.7310       0.00000      -354.914       9.03917      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      523   21.7917       8.83803       8.09283       4.82517      0.125973      0.441826E-02  0.458259E-02  -56.8346       7.36389      -20.2910       0.00000       0.00000      -354.929       9.03899      0.713387       5.00000       4.00000      0.180217       0.00000       0.00000       0.00000       0.00000    
      524   21.8333       8.83173       8.08883       4.82606      0.120974      0.424297E-02  0.526189E-02  -86.1004      -3.35689      -26.0452       0.00000       0.00000      -354.897       9.04448      0.713692       5.00000       4.00000      0.180412       0.00000       0.00000       0.00000       0.00000    
      525   21.8750       8.82219       8.08278       4.82726      0.114250      0.400721E-02  0.576247E-02  -113.206      -13.0714      -30.8268       0.00000       0.00000      -354.849       9.05268      0.714095       5.00000       4.00000      0.180675       0.00000       0.00000       0.00000       0.00000    
      526   21.9167       8.80966       8.07483       4.82873      0.108694      0.381244E-02  0.600356E-02  -128.198      -16.9941      -32.1666       0.00000       0.00000      -354.786       9.06336      0.714582       5.00000       4.00000      0.180996       0.00000       0.00000       0.00000       0.00000    
      527   21.9583       8.79549       8.06582       4.83035      0.103725      0.363825E-02  0.621058E-02  -142.151      -20.5099      -33.3907       0.00000       0.00000      -354.714       9.07542      0.715115       5.00000       4.00000      0.181348       0.00000       0.00000       0.00000       0.00000    
      528   22.0000       8.77980       8.05584       4.83209      0.982832E-01  0.344747E-02  0.638279E-02  -154.584      -23.4835      -34.1598       0.00000       0.00000      -354.635       9.08875      0.715690       5.00000       4.00000      0.181729       0.00000       0.00000       0.00000       0.00000    
      529   22.0417       8.76277       8.04498       4.83395      0.913048E-01  0.320279E-02  0.644254E-02  -159.279      -23.4500      -32.1773       0.00000       0.00000      -354.550       9.10321      0.716303       5.00000       4.00000      0.182136       0.00000       0.00000       0.00000       0.00000    
      530   22.0833       8.74524       8.03380       4.83586      0.967792E-01  0.339494E-02  0.659768E-02  -171.413      -26.8123      -34.8260       0.00000       0.00000      -354.462       9.11812      0.716935       5.00000       4.00000      0.182553       0.00000       0.00000       0.00000       0.00000    
      531   22.1250       8.72642       8.02176       4.83789      0.113803      0.399227E-02  0.683266E-02  -190.808      -33.7867      -41.8003       0.00000       0.00000      -354.367       9.13414      0.717605       5.00000       4.00000      0.182994       0.00000       0.00000       0.00000       0.00000    
      532   22.1667       8.70550       8.00837       4.83996      0.113322      0.397556E-02  0.682639E-02  -190.756      -31.9143      -41.0769       0.00000       0.00000      -354.262       9.15181      0.718282       5.00000       4.00000      0.183447       0.00000       0.00000       0.00000       0.00000    
      533   22.2083       8.68463       7.99497       4.84038      0.113001      0.396444E-02  0.681388E-02  -190.217      -30.1574      -40.4161       0.00000       0.00000      -354.157       9.16789      0.718282       5.00000       4.00000      0.183539       0.00000       0.00000       0.00000       0.00000    
      534   22.2500       8.66386       7.98162       4.84080      0.112830      0.395860E-02  0.603797E-02  -189.000      -28.3929      -39.8116       113.772       0.00000      -354.052       9.18398      0.718282       5.00000       4.00000      0.183630       0.00000       0.00000       0.00000       0.00000    
      535   22.2917       8.65448       7.97627       4.84137      0.122876      0.431115E-02  0.434275E-02  -166.442      -16.1590      -36.1830       236.309       0.00000      -354.005       9.19405      0.718282       5.00000       4.00000      0.183755       0.00000       0.00000       0.00000       0.00000    
      536   22.3333       8.65965       7.98103       4.84207      0.135005      0.473664E-02   0.00000      -121.900      -1.78981      -31.9841       349.960       0.00000      -354.031       9.19577      0.718282       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      537   22.3750       8.69990       7.99683       4.84207      0.147156      0.516258E-02   0.00000      -87.4026       14.6792      -26.7834       458.312       0.00000      -354.234       9.11792      0.717916       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      538   22.4167       8.80139       8.02259       4.84207       0.00000      0.937925E-04   0.00000      -71.7145      0.417354E-01 -0.515617E-01   558.737       0.00000      -354.744       8.86993      0.717502       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      539   22.4583       8.84554       8.05644       4.84207       0.00000      0.998776E-04   0.00000      -67.2510      0.563587E-01 -0.485256E-01   626.065       0.00000      -354.966       8.86309      0.717502       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      540   22.5000       8.89648       8.09530       4.84207       0.00000      0.105622E-03   0.00000      -62.5526      0.707462E-01 -0.456348E-01   624.791       0.00000      -355.223       8.85448      0.717502       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      541   22.5417       8.94811       8.13439       4.84207       0.00000      0.105620E-03   0.00000      -54.7617      0.717975E-01 -0.458680E-01   578.755       0.00000      -355.483       8.84479      0.717502       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      542   22.5833       8.99665       8.17083       4.84207       0.00000      0.105908E-03   0.00000      -51.8831      0.730279E-01 -0.460569E-01   516.303       0.00000      -355.728       8.83462      0.717502       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      543   22.6250       9.03992       8.20312       4.84207       0.00000      0.106520E-03   0.00000      -53.8737      0.741939E-01 -0.461583E-01   463.464       0.00000      -355.946       8.82497      0.717501       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      544   22.6667       9.07811       8.23159       4.84207       0.00000      0.986357E-04   0.00000      -52.6884      0.641539E-01 -0.475340E-01   346.949       0.00000      -356.139       8.81648      0.717501       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      545   22.7083       9.10554       8.25203       4.84207       0.00000      0.903343E-04   0.00000      -51.1798      0.541286E-01 -0.487142E-01   226.982       0.00000      -356.277       8.81049      0.717501       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      546   22.7500       9.12183       8.26423       4.84207       0.00000      0.816498E-04   0.00000      -37.6031      0.442593E-01 -0.497068E-01   88.9229       0.00000      -356.360       8.80718      0.717501       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      547   22.7917       9.12640       8.26777       4.84207      0.112913      0.395799E-02  0.498304E-02  -70.7985       6.99003      -26.4242       0.00000       0.00000      -356.383       8.80673      0.717501       5.00000       4.00000      0.183907       0.00000       0.00000       0.00000       0.00000    
      548   22.8333       9.11834       8.26279       4.84305      0.115553      0.405061E-02  0.563471E-02  -102.451      -4.10104      -34.5429       0.00000       0.00000      -356.342       8.81323      0.717807       5.00000       4.00000      0.184122       0.00000       0.00000       0.00000       0.00000    
      549   22.8750       9.10669       8.25559       4.84434      0.127723      0.447730E-02  0.624303E-02  -139.513      -17.1425      -46.3629       0.00000       0.00000      -356.283       8.82252      0.718200       5.00000       4.00000      0.184404       0.00000       0.00000       0.00000       0.00000    
      550   22.9167       9.09085       8.24579       4.84488      0.129317      0.453333E-02  0.650342E-02  -157.992      -23.5790      -49.3365       0.00000       0.00000      -356.203       8.83401      0.718282       5.00000       4.00000      0.184521       0.00000       0.00000       0.00000       0.00000    
      551   22.9583       9.07294       8.23470       4.84524      0.132860      0.465770E-02  0.675672E-02  -177.547      -30.6545      -53.0691       0.00000       0.00000      -356.113       8.84680      0.718282       5.00000       4.00000      0.184600       0.00000       0.00000       0.00000       0.00000    
      552   23.0000       9.05285       8.22223       4.84564      0.137464      0.481930E-02  0.699882E-02  -197.784      -38.3139      -57.2858       0.00000       0.00000      -356.011       8.86121      0.718282       5.00000       4.00000      0.184688       0.00000       0.00000       0.00000       0.00000    
      553   23.0417       9.03050       8.20834       4.84609      0.143467      0.502997E-02  0.717633E-02  -213.773      -43.6017      -61.4268       0.00000       0.00000      -355.899       8.87730      0.718282       5.00000       4.00000      0.184786       0.00000       0.00000       0.00000       0.00000    
      554   23.0833       9.00640       8.19334       4.84658      0.149619      0.524588E-02  0.734283E-02  -229.647      -49.1532      -65.6690       0.00000       0.00000      -355.777       8.89475      0.718282       5.00000       4.00000      0.184892       0.00000       0.00000       0.00000       0.00000    
