datetime,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA
2020-06-06 00:00:00,998.06,998.06,998.06,998.06,998.07,998.11,998.2,998.31,998.4,998.48,998.54,998.59,998.63,998.67,998.7,998.73,998.75,998.77,998.78,998.79,998.8,998.81,998.82,998.83,998.84,998.85,998.86,998.87,998.87,998.87,998.88,998.88,998.88,998.88,998.88,998.88,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89
2020-06-07 00:00:00,998.05,998.04,998.03,998.03,998.03,998.04,998.1,998.18,998.28,998.38,998.45,998.52,998.57,998.62,998.66,998.69,998.72,998.74,998.76,998.77,998.78,998.8,998.81,998.82,998.83,998.84,998.85,998.86,998.86,998.87,998.87,998.87,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88,998.88
2020-06-08 00:00:00,998.1,998.1,998.1,998.1,998.09,998.1,998.11,998.14,998.19,998.24,998.31,998.37,998.44,998.5,998.56,998.61,998.65,998.68,998.7,998.72,998.74,998.76,998.77,998.79,998.8,998.81,998.83,998.83,998.84,998.85,998.85,998.86,998.86,998.86,998.86,998.86,998.86,998.86,998.86,998.86,998.87,998.87,998.87,998.87,998.87,998.87,998.87
2020-06-09 00:00:00,998.07,998.07,998.07,998.07,998.07,998.06,998.07,998.1,998.14,998.2,998.25,998.3,998.35,998.41,998.46,998.51,998.56,998.59,998.62,998.64,998.67,998.69,998.71,998.73,998.75,998.77,998.79,998.8,998.81,998.82,998.82,998.83,998.83,998.83,998.84,998.84,998.84,998.84,998.84,998.84,998.84,998.84,998.84,998.84,998.84,998.84,998.84
2020-06-10 00:00:00,998.17,998.17,998.17,998.18,998.18,998.18,998.18,998.18,998.19,998.22,998.25,998.27,998.3,998.32,998.34,998.37,998.4,998.42,998.45,998.47,998.5,998.52,998.55,998.57,998.59,998.62,998.64,998.66,998.68,998.69,998.7,998.71,998.72,998.73,998.73,998.73,998.74,998.74,998.74,998.74,998.74,998.74,998.75,998.75,998.75,998.75,998.75
2020-06-11 00:00:00,998.28,998.28,998.28,998.28,998.28,998.28,998.27,998.27,998.28,998.28,998.28,998.29,998.3,998.31,998.32,998.33,998.34,998.36,998.37,998.38,998.4,998.41,998.42,998.44,998.45,998.47,998.48,998.5,998.51,998.51,998.52,998.53,998.53,998.54,998.54,998.54,998.55,998.55,998.55,998.55,998.55,998.55,998.55,998.55,998.55,998.55,998.55
2020-06-12 00:00:00,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.32,998.32,998.32,998.32,998.32,998.33,998.33,998.33,998.33,998.33,998.34,998.34,998.34,998.34,998.35,998.35,998.35,998.35,998.36,998.36,998.36,998.36,998.36,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37
2020-06-13 00:00:00,998.21,998.2,998.2,998.2,998.2,998.2,998.21,998.22,998.24,998.26,998.28,998.29,998.3,998.31,998.32,998.32,998.33,998.33,998.33,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35,998.35
2020-06-14 00:00:00,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.26,998.26,998.26,998.27,998.27,998.27,998.28,998.28,998.29,998.29,998.29,998.3,998.3,998.31,998.31,998.31,998.32,998.32,998.32,998.32,998.32,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33
2020-06-15 00:00:00,998.3,998.29,998.29,998.29,998.29,998.28,998.27,998.27,998.26,998.26,998.26,998.27,998.27,998.27,998.28,998.28,998.28,998.28,998.29,998.29,998.29,998.29,998.29,998.29,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3
2020-06-16 00:00:00,998.26,998.26,998.25,998.25,998.25,998.25,998.25,998.25,998.25,998.25,998.25,998.25,998.25,998.25,998.26,998.26,998.27,998.27,998.27,998.28,998.28,998.28,998.28,998.29,998.29,998.29,998.29,998.29,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3
2020-06-17 00:00:00,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.19,998.2,998.21,998.22,998.23,998.24,998.25,998.25,998.26,998.26,998.27,998.27,998.27,998.27,998.28,998.28,998.28,998.28,998.28,998.28,998.28,998.28,998.28,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29,998.29
2020-06-18 00:00:00,998.1,998.1,998.1,998.1,998.1,998.09,998.09,998.1,998.1,998.11,998.12,998.13,998.15,998.16,998.17,998.19,998.2,998.21,998.21,998.22,998.23,998.23,998.24,998.24,998.25,998.25,998.26,998.26,998.26,998.26,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27
2020-06-19 00:00:00,998.03,998.03,998.03,998.03,998.03,998.02,998.02,998.03,998.03,998.05,998.06,998.07,998.08,998.09,998.11,998.12,998.13,998.14,998.15,998.16,998.17,998.18,998.18,998.19,998.2,998.21,998.21,998.22,998.22,998.23,998.23,998.23,998.23,998.23,998.24,998.24,998.24,998.24,998.24,998.24,998.24,998.24,998.24,998.24,998.24,998.24,998.24
2020-06-20 00:00:00,997.84,997.83,997.83,997.84,997.85,997.86,997.89,997.92,997.95,997.98,998.01,998.03,998.05,998.07,998.08,998.1,998.11,998.12,998.13,998.13,998.14,998.15,998.16,998.16,998.17,998.18,998.18,998.19,998.19,998.2,998.2,998.2,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21,998.21
2020-06-21 00:00:00,997.75,997.75,997.75,997.75,997.75,997.75,997.78,997.83,997.88,997.93,997.96,997.99,998.02,998.04,998.06,998.08,998.09,998.11,998.11,998.12,998.13,998.14,998.15,998.15,998.16,998.17,998.18,998.18,998.19,998.19,998.19,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2,998.2
2020-06-22 00:00:00,997.62,997.62,997.62,997.62,997.62,997.63,997.66,997.71,997.78,997.84,997.89,997.93,997.96,998,998.02,998.05,998.07,998.08,998.09,998.1,998.11,998.12,998.13,998.14,998.15,998.16,998.17,998.17,998.18,998.18,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.2,998.2,998.2,998.2,998.2,998.2
2020-06-23 00:00:00,997.6,997.6,997.6,997.6,997.6,997.6,997.61,997.65,997.71,997.78,997.83,997.88,997.92,997.95,997.99,998.02,998.04,998.06,998.07,998.08,998.1,998.11,998.12,998.13,998.14,998.15,998.16,998.16,998.17,998.17,998.18,998.18,998.18,998.18,998.18,998.18,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19
2020-06-24 00:00:00,997.78,997.78,997.77,997.77,997.77,997.77,997.77,997.77,997.77,997.78,997.79,997.81,997.83,997.86,997.89,997.92,997.95,997.97,997.99,998.01,998.03,998.04,998.06,998.07,998.09,998.1,998.11,998.12,998.13,998.14,998.14,998.15,998.15,998.15,998.15,998.16,998.16,998.16,998.16,998.16,998.16,998.16,998.16,998.16,998.16,998.16,998.16
2020-06-25 00:00:00,997.81,997.8,997.79,997.78,997.78,997.78,997.78,997.78,997.79,997.8,997.82,997.83,997.85,997.87,997.89,997.91,997.93,997.94,997.96,997.97,997.98,998,998.01,998.02,998.04,998.05,998.07,998.08,998.08,998.09,998.1,998.1,998.11,998.11,998.11,998.11,998.11,998.12,998.12,998.12,998.12,998.12,998.12,998.12,998.12,998.12,998.12
2020-06-26 00:00:00,997.69,997.69,997.69,997.69,997.69,997.69,997.69,997.71,997.74,997.77,997.8,997.82,997.84,997.86,997.87,997.89,997.91,997.93,997.94,997.95,997.96,997.98,997.99,998,998.02,998.03,998.04,998.05,998.06,998.07,998.08,998.08,998.08,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09,998.09
2020-06-27 00:00:00,997.66,997.66,997.65,997.65,997.65,997.65,997.66,997.67,997.69,997.71,997.72,997.74,997.76,997.79,997.81,997.83,997.86,997.88,997.89,997.91,997.92,997.94,997.96,997.97,997.98,998,998.01,998.02,998.03,998.04,998.04,998.05,998.05,998.05,998.05,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06
2020-06-28 00:00:00,997.43,997.43,997.43,997.42,997.44,997.47,997.52,997.57,997.61,997.65,997.69,997.71,997.74,997.77,997.79,997.81,997.83,997.85,997.87,997.88,997.9,997.91,997.92,997.94,997.95,997.97,997.98,997.99,998,998.01,998.02,998.02,998.02,998.03,998.03,998.03,998.03,998.03,998.03,998.03,998.03,998.03,998.03,998.04,998.04,998.04,998.04
2020-06-29 00:00:00,997.2,997.2,997.2,997.2,997.23,997.27,997.34,997.43,997.51,997.57,997.62,997.66,997.7,997.73,997.76,997.79,997.81,997.83,997.85,997.86,997.88,997.9,997.91,997.92,997.94,997.96,997.97,997.98,997.99,998,998.01,998.01,998.02,998.02,998.02,998.02,998.02,998.02,998.02,998.02,998.02,998.03,998.03,998.03,998.03,998.03,998.03
2020-06-30 00:00:00,997.2,997.2,997.2,997.2,997.2,997.21,997.24,997.28,997.34,997.41,997.47,997.52,997.57,997.62,997.67,997.71,997.75,997.78,997.8,997.82,997.84,997.86,997.88,997.9,997.91,997.93,997.94,997.96,997.97,997.97,997.98,997.99,997.99,997.99,998,998,998,998,998,998,998,998,998,998,998,998,998
2020-07-01 00:00:00,997.01,997.01,997.01,997.01,997,997.02,997.07,997.15,997.25,997.34,997.41,997.47,997.52,997.57,997.62,997.67,997.7,997.73,997.76,997.78,997.8,997.83,997.85,997.86,997.88,997.9,997.92,997.93,997.94,997.95,997.96,997.97,997.97,997.97,997.98,997.98,997.98,997.98,997.98,997.98,997.98,997.98,997.98,997.98,997.98,997.98,997.98
2020-07-02 00:00:00,996.81,996.81,996.81,996.81,996.81,996.85,996.94,997.05,997.16,997.25,997.34,997.41,997.47,997.53,997.58,997.63,997.67,997.7,997.73,997.76,997.78,997.8,997.83,997.84,997.86,997.89,997.9,997.92,997.93,997.94,997.95,997.95,997.96,997.96,997.96,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97
2020-07-03 00:00:00,996.66,996.66,996.66,996.66,996.66,996.72,996.82,996.94,997.06,997.18,997.27,997.35,997.43,997.49,997.55,997.6,997.65,997.68,997.71,997.74,997.76,997.79,997.81,997.83,997.85,997.88,997.9,997.91,997.92,997.93,997.94,997.95,997.95,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96
2020-07-04 00:00:00,996.48,996.45,996.43,996.51,996.56,996.6,996.7,996.84,996.97,997.1,997.21,997.3,997.38,997.45,997.52,997.58,997.63,997.66,997.7,997.72,997.75,997.78,997.8,997.82,997.84,997.87,997.89,997.9,997.92,997.93,997.94,997.94,997.95,997.95,997.95,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96
2020-07-05 00:00:00,996.34,996.34,996.34,996.3,996.39,996.48,996.59,996.72,996.87,997.02,997.14,997.24,997.34,997.42,997.49,997.55,997.6,997.65,997.68,997.71,997.74,997.77,997.79,997.81,997.84,997.86,997.88,997.9,997.91,997.92,997.93,997.94,997.95,997.95,997.95,997.95,997.95,997.95,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96,997.96
2020-07-06 00:00:00,996.21,996.21,996.21,996.17,996.21,996.32,996.45,996.61,996.78,996.94,997.08,997.19,997.29,997.38,997.46,997.53,997.58,997.63,997.67,997.7,997.73,997.76,997.79,997.81,997.83,997.86,997.88,997.9,997.91,997.92,997.93,997.94,997.94,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95
2020-07-07 00:00:00,996.19,996.19,996.19,996.18,996.18,996.18,996.28,996.46,996.67,996.86,997.01,997.13,997.24,997.34,997.43,997.5,997.56,997.61,997.65,997.68,997.72,997.75,997.78,997.8,997.82,997.85,997.87,997.89,997.9,997.92,997.93,997.93,997.94,997.94,997.94,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95
2020-07-08 00:00:00,996.06,996.06,996.06,996.06,996.05,996.11,996.22,996.38,996.57,996.76,996.93,997.07,997.19,997.29,997.39,997.47,997.53,997.59,997.63,997.66,997.7,997.73,997.76,997.78,997.81,997.84,997.86,997.88,997.9,997.91,997.92,997.93,997.93,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94
2020-07-09 00:00:00,996.05,996.05,996.04,996.04,996.04,996.04,996.08,996.23,996.45,996.67,996.85,996.99,997.12,997.24,997.34,997.43,997.5,997.56,997.6,997.64,997.68,997.71,997.74,997.77,997.8,997.83,997.85,997.87,997.89,997.9,997.91,997.92,997.92,997.93,997.93,997.93,997.93,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94,997.94
2020-07-10 00:00:00,996.08,996.07,996.07,996.07,996.07,996.06,996.09,996.2,996.38,996.59,996.77,996.92,997.05,997.18,997.29,997.38,997.46,997.52,997.57,997.61,997.65,997.69,997.72,997.75,997.78,997.81,997.84,997.86,997.87,997.89,997.9,997.91,997.91,997.92,997.92,997.92,997.92,997.92,997.92,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93
2020-07-11 00:00:00,996.47,996.45,996.43,996.42,996.42,996.41,996.41,996.43,996.49,996.58,996.68,996.78,996.88,996.99,997.1,997.2,997.29,997.36,997.42,997.48,997.53,997.58,997.62,997.66,997.69,997.74,997.77,997.8,997.82,997.83,997.85,997.86,997.86,997.87,997.87,997.88,997.88,997.88,997.88,997.88,997.88,997.88,997.89,997.89,997.89,997.89,997.89
2020-07-12 00:00:00,996.47,996.47,996.47,996.46,996.46,996.46,996.46,996.47,996.54,996.63,996.72,996.8,996.89,996.98,997.07,997.16,997.23,997.3,997.36,997.41,997.46,997.51,997.56,997.6,997.64,997.69,997.72,997.75,997.78,997.8,997.81,997.82,997.83,997.84,997.84,997.84,997.85,997.85,997.85,997.85,997.85,997.85,997.85,997.85,997.85,997.85,997.85
2020-07-13 00:00:00,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.52,996.6,996.69,996.77,996.86,996.95,997.04,997.13,997.2,997.27,997.33,997.37,997.43,997.48,997.53,997.56,997.61,997.66,997.7,997.73,997.75,997.77,997.79,997.8,997.81,997.82,997.82,997.83,997.83,997.83,997.83,997.83,997.83,997.83,997.83,997.83,997.83,997.84,997.84
2020-07-14 00:00:00,996.68,996.63,996.57,996.42,996.4,996.42,996.45,996.48,996.5,996.58,996.68,996.75,996.84,996.92,997.01,997.1,997.18,997.25,997.3,997.35,997.4,997.46,997.5,997.54,997.59,997.64,997.68,997.71,997.74,997.76,997.78,997.79,997.8,997.8,997.81,997.81,997.82,997.82,997.82,997.82,997.82,997.82,997.82,997.82,997.82,997.82,997.82
2020-07-15 00:00:00,996.56,996.51,996.46,996.45,996.45,996.47,996.5,996.53,996.6,996.71,996.8,996.86,996.91,996.97,997.03,997.1,997.16,997.21,997.26,997.3,997.35,997.39,997.44,997.47,997.52,997.57,997.61,997.64,997.67,997.69,997.71,997.72,997.73,997.74,997.75,997.75,997.76,997.76,997.76,997.76,997.76,997.76,997.77,997.77,997.77,997.77,997.77
2020-07-16 00:00:00,996.51,996.49,996.47,996.47,996.46,996.46,996.48,996.52,996.59,996.66,996.74,996.81,996.88,996.95,997.02,997.09,997.15,997.2,997.24,997.28,997.32,997.37,997.4,997.44,997.48,997.53,997.57,997.6,997.63,997.65,997.67,997.68,997.69,997.7,997.7,997.71,997.71,997.71,997.72,997.72,997.72,997.72,997.72,997.72,997.72,997.72,997.72
2020-07-17 00:00:00,996.6,996.54,996.49,996.48,996.48,996.48,996.48,996.49,996.55,996.62,996.69,996.76,996.83,996.91,996.99,997.06,997.12,997.17,997.22,997.26,997.3,997.35,997.39,997.42,997.46,997.51,997.55,997.58,997.61,997.63,997.65,997.66,997.67,997.68,997.68,997.69,997.69,997.69,997.7,997.7,997.7,997.7,997.7,997.7,997.7,997.7,997.7
2020-07-18 00:00:00,996.57,996.45,996.34,996.38,996.41,996.44,996.46,996.49,996.54,996.6,996.66,996.72,996.8,996.88,996.95,997.03,997.09,997.15,997.2,997.24,997.28,997.33,997.37,997.4,997.44,997.49,997.53,997.56,997.59,997.61,997.63,997.64,997.65,997.66,997.66,997.67,997.67,997.67,997.68,997.68,997.68,997.68,997.68,997.68,997.68,997.68,997.68
2020-07-19 00:00:00,996.46,996.46,996.46,996.46,996.46,996.46,996.46,996.48,996.51,996.57,996.64,996.7,996.76,996.82,996.89,996.95,997.01,997.06,997.1,997.15,997.19,997.24,997.28,997.32,997.36,997.41,997.45,997.48,997.51,997.53,997.55,997.56,997.57,997.58,997.58,997.59,997.59,997.59,997.6,997.6,997.6,997.6,997.6,997.6,997.6,997.6,997.6
2020-07-20 00:00:00,996.61,996.6,996.59,996.59,996.58,996.58,996.58,996.58,996.58,996.6,996.63,996.68,996.73,996.79,996.85,996.91,996.96,997,997.04,997.08,997.11,997.15,997.19,997.22,997.26,997.3,997.34,997.36,997.39,997.41,997.43,997.44,997.45,997.46,997.46,997.47,997.47,997.48,997.48,997.48,997.48,997.48,997.48,997.48,997.48,997.48,997.48
2020-07-21 00:00:00,996.57,996.57,996.57,996.57,996.57,996.57,996.56,996.56,996.59,996.62,996.66,996.7,996.74,996.79,996.84,996.89,996.94,996.98,997.02,997.05,997.08,997.12,997.16,997.19,997.22,997.26,997.3,997.32,997.35,997.37,997.38,997.4,997.41,997.41,997.42,997.42,997.42,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43
2020-07-22 00:00:00,996.67,996.61,996.55,996.53,996.51,996.52,996.53,996.55,996.58,996.62,996.66,996.7,996.74,996.78,996.83,996.88,996.92,996.96,997,997.03,997.07,997.1,997.14,997.17,997.2,997.24,997.27,997.3,997.32,997.34,997.36,997.37,997.38,997.39,997.39,997.39,997.4,997.4,997.4,997.4,997.4,997.4,997.41,997.41,997.41,997.41,997.41
2020-07-23 00:00:00,996.55,996.55,996.55,996.54,996.54,996.54,996.54,996.54,996.54,996.58,996.62,996.67,996.71,996.76,996.81,996.86,996.9,996.94,996.98,997.01,997.05,997.08,997.11,997.14,997.18,997.22,997.25,997.27,997.3,997.32,997.33,997.34,997.35,997.36,997.36,997.37,997.37,997.37,997.37,997.37,997.37,997.38,997.38,997.38,997.38,997.38,997.38
2020-07-24 00:00:00,996.64,996.52,996.41,996.44,996.46,996.48,996.5,996.51,996.53,996.56,996.62,996.67,996.7,996.75,996.79,996.84,996.89,996.93,996.96,996.99,997.03,997.06,997.09,997.12,997.16,997.2,997.23,997.25,997.27,997.29,997.31,997.32,997.33,997.33,997.34,997.34,997.34,997.35,997.35,997.35,997.35,997.35,997.35,997.35,997.35,997.35,997.35
2020-07-25 00:00:00,996.71,996.54,996.37,996.37,996.38,996.39,996.39,996.41,996.48,996.54,996.58,996.63,996.68,996.73,996.78,996.83,996.87,996.91,996.95,996.98,997.01,997.05,997.08,997.11,997.14,997.18,997.22,997.24,997.26,997.28,997.3,997.31,997.32,997.32,997.33,997.33,997.33,997.33,997.33,997.34,997.34,997.34,997.34,997.34,997.34,997.34,997.34
2020-07-26 00:00:00,996.38,996.32,996.26,996.3,996.33,996.36,996.38,996.39,996.41,996.49,996.58,996.62,996.66,996.7,996.76,996.81,996.85,996.89,996.93,996.96,997,997.03,997.06,997.09,997.13,997.17,997.2,997.22,997.24,997.26,997.28,997.29,997.3,997.3,997.3,997.31,997.31,997.31,997.31,997.31,997.32,997.32,997.32,997.32,997.32,997.32,997.32
2020-07-27 00:00:00,996.24,996.24,996.24,996.24,996.24,996.24,996.26,996.31,996.37,996.42,996.48,996.53,996.59,996.66,996.72,996.78,996.83,996.87,996.9,996.93,996.97,997,997.03,997.06,997.09,997.13,997.16,997.18,997.2,997.22,997.24,997.25,997.26,997.26,997.27,997.27,997.27,997.27,997.27,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.28
2020-07-28 00:00:00,996.43,996.41,996.39,996.37,996.37,996.36,996.36,996.36,996.36,996.38,996.42,996.48,996.54,996.6,996.67,996.73,996.78,996.82,996.86,996.89,996.92,996.96,996.99,997.02,997.05,997.09,997.12,997.14,997.16,997.18,997.19,997.2,997.21,997.22,997.22,997.22,997.23,997.23,997.23,997.23,997.23,997.23,997.23,997.23,997.23,997.23,997.23
2020-07-29 00:00:00,996.86,996.63,996.4,996.33,996.34,996.35,996.36,996.41,996.47,996.5,996.53,996.56,996.59,996.63,996.67,996.71,996.75,996.78,996.81,996.84,996.87,996.91,996.93,996.96,996.99,997.03,997.05,997.08,997.1,997.11,997.13,997.14,997.14,997.15,997.15,997.16,997.16,997.16,997.16,997.17,997.17,997.17,997.17,997.17,997.17,997.17,997.17
2020-07-30 00:00:00,996.46,996.45,996.44,996.44,996.44,996.44,996.43,996.44,996.46,996.49,996.52,996.54,996.57,996.6,996.63,996.67,996.7,996.73,996.76,996.79,996.83,996.86,996.89,996.92,996.95,996.98,997.01,997.03,997.05,997.07,997.08,997.09,997.1,997.11,997.11,997.11,997.12,997.12,997.12,997.12,997.12,997.12,997.12,997.12,997.12,997.12,997.12
2020-07-31 00:00:00,996.52,996.52,996.52,996.52,996.51,996.51,996.51,996.51,996.5,996.5,996.52,996.54,996.57,996.6,996.63,996.66,996.69,996.72,996.74,996.77,996.8,996.83,996.86,996.88,996.91,996.95,996.97,997,997.02,997.03,997.05,997.06,997.06,997.07,997.07,997.08,997.08,997.08,997.08,997.08,997.09,997.09,997.09,997.09,997.09,997.09,997.09
2020-08-01 00:00:00,996.51,996.51,996.51,996.51,996.51,996.5,996.49,996.5,996.51,996.52,996.54,996.55,996.57,996.6,996.62,996.65,996.68,996.71,996.73,996.75,996.78,996.81,996.83,996.86,996.88,996.92,996.94,996.97,996.98,997,997.02,997.03,997.03,997.04,997.04,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05
2020-08-02 00:00:00,996.53,996.52,996.52,996.52,996.52,996.52,996.5,996.47,996.47,996.49,996.51,996.53,996.55,996.58,996.61,996.64,996.67,996.7,996.72,996.74,996.77,996.8,996.82,996.85,996.87,996.91,996.93,996.95,996.97,996.99,997,997.01,997.02,997.02,997.03,997.03,997.03,997.03,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04
2020-08-03 00:00:00,996.71,996.7,996.68,996.68,996.67,996.62,996.56,996.54,996.54,996.55,996.56,996.57,996.58,996.6,996.62,996.65,996.67,996.69,996.71,996.73,996.75,996.78,996.8,996.82,996.84,996.87,996.89,996.91,996.93,996.94,996.95,996.96,996.97,996.97,996.98,996.98,996.98,996.98,996.99,996.99,996.99,996.99,996.99,996.99,996.99,996.99,996.99
2020-08-04 00:00:00,996.9,996.88,996.85,996.85,996.85,996.81,996.71,996.67,996.67,996.67,996.68,996.69,996.69,996.7,996.7,996.71,996.72,996.73,996.73,996.74,996.75,996.77,996.78,996.79,996.8,996.82,996.83,996.84,996.85,996.86,996.87,996.88,996.89,996.89,996.89,996.89,996.9,996.9,996.9,996.9,996.9,996.9,996.9,996.9,996.9,996.9,996.9
2020-08-05 00:00:00,996.98,996.97,996.97,996.97,996.95,996.82,996.77,996.77,996.77,996.77,996.77,996.77,996.77,996.77,996.78,996.78,996.78,996.78,996.79,996.79,996.79,996.79,996.8,996.8,996.8,996.81,996.81,996.81,996.82,996.82,996.82,996.82,996.82,996.82,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83
2020-08-06 00:00:00,997.53,997.11,996.67,996.73,996.74,996.75,996.76,996.77,996.78,996.79,996.8,996.8,996.81,996.81,996.81,996.81,996.81,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82
2020-08-07 00:00:00,997.36,997.02,996.67,996.72,996.74,996.76,996.78,996.8,996.82,996.83,996.84,996.85,996.86,996.85,996.85,996.85,996.85,996.85,996.85,996.85,996.85,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83,996.83
2020-08-08 00:00:00,996.98,996.94,996.9,996.87,996.86,996.85,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84
2020-08-09 00:00:00,996.79,996.79,996.79,996.79,996.79,996.79,996.79,996.79,996.79,996.79,996.8,996.8,996.81,996.82,996.82,996.83,996.83,996.84,996.84,996.84,996.85,996.85,996.85,996.85,996.85,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86,996.86
2020-08-10 00:00:00,996.74,996.74,996.74,996.74,996.74,996.74,996.74,996.73,996.74,996.74,996.74,996.75,996.76,996.76,996.77,996.78,996.79,996.79,996.8,996.8,996.81,996.81,996.81,996.82,996.82,996.83,996.83,996.83,996.83,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84,996.84
2020-08-11 00:00:00,996.76,996.74,996.72,996.71,996.71,996.7,996.7,996.7,996.7,996.71,996.71,996.72,996.73,996.74,996.75,996.76,996.76,996.77,996.77,996.78,996.78,996.79,996.79,996.79,996.8,996.8,996.8,996.81,996.81,996.81,996.81,996.81,996.81,996.81,996.81,996.81,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82,996.82
2020-08-12 00:00:00,996.94,996.85,996.76,996.74,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.74,996.74,996.75,996.75,996.76,996.76,996.76,996.77,996.77,996.77,996.78,996.78,996.78,996.79,996.79,996.79,996.79,996.79,996.79,996.79,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8,996.8
