datetime,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA,dens__NA
2020-05-17 00:00:00,999.47,999.46,999.46,999.46,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.48,999.48,999.48,999.49,999.49,999.49,999.5,999.5,999.5,999.51,999.51,999.51,999.52,999.52,999.53,999.53,999.53,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55
2020-05-18 00:00:00,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.47
2020-05-19 00:00:00,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46
2020-05-20 00:00:00,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.44,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45
2020-05-21 00:00:00,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.41,999.41,999.41,999.41,999.41,999.41,999.41,999.41,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42
2020-05-22 00:00:00,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.33,999.33,999.34,999.34,999.34,999.35,999.35,999.36,999.36,999.36,999.37,999.37,999.37,999.38,999.38,999.38,999.38,999.39,999.39,999.39,999.39,999.39,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4
2020-05-23 00:00:00,999.22,999.22,999.22,999.22,999.23,999.23,999.24,999.25,999.26,999.28,999.29,999.3,999.31,999.32,999.33,999.34,999.34,999.35,999.35,999.36,999.36,999.36,999.36,999.37,999.37,999.37,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38,999.38
2020-05-24 00:00:00,999.2,999.2,999.2,999.2,999.2,999.2,999.2,999.21,999.22,999.22,999.23,999.24,999.24,999.25,999.26,999.27,999.27,999.28,999.29,999.29,999.3,999.3,999.31,999.32,999.32,999.33,999.33,999.34,999.34,999.35,999.35,999.35,999.35,999.35,999.35,999.36,999.36,999.36,999.36,999.36,999.36,999.36,999.36,999.36,999.36,999.36,999.36
2020-05-25 00:00:00,999.01,999.01,999.01,999.01,999.02,999.03,999.05,999.08,999.11,999.14,999.17,999.2,999.21,999.23,999.24,999.25,999.26,999.27,999.27,999.28,999.28,999.29,999.29,999.3,999.3,999.31,999.31,999.32,999.32,999.32,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33,999.33
2020-05-26 00:00:00,998.85,998.85,998.85,998.86,998.88,998.9,998.92,998.95,998.98,999.01,999.05,999.08,999.11,999.14,999.17,999.19,999.21,999.23,999.24,999.25,999.26,999.27,999.27,999.28,999.28,999.29,999.3,999.3,999.3,999.31,999.31,999.31,999.31,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32
2020-05-27 00:00:00,998.76,998.76,998.76,998.77,998.77,998.79,998.8,998.82,998.86,998.9,998.94,998.98,999.02,999.06,999.09,999.12,999.15,999.17,999.18,999.2,999.21,999.22,999.23,999.24,999.25,999.26,999.27,999.28,999.28,999.29,999.29,999.29,999.29,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3
2020-05-28 00:00:00,998.58,998.58,998.58,998.59,998.61,998.64,998.68,998.74,998.8,998.85,998.9,998.95,998.99,999.02,999.05,999.08,999.11,999.13,999.14,999.16,999.17,999.19,999.2,999.21,999.22,999.23,999.24,999.25,999.26,999.26,999.27,999.27,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28,999.28
2020-05-29 00:00:00,998.58,998.58,998.58,998.58,998.58,998.59,998.61,998.64,998.7,998.78,998.85,998.9,998.95,998.99,999.03,999.06,999.09,999.11,999.12,999.14,999.15,999.17,999.18,999.19,999.2,999.22,999.23,999.24,999.25,999.25,999.26,999.26,999.26,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27,999.27
2020-05-30 00:00:00,998.7,998.7,998.7,998.7,998.7,998.7,998.7,998.71,998.73,998.75,998.78,998.81,998.84,998.88,998.91,998.95,998.98,999.01,999.03,999.05,999.08,999.1,999.12,999.13,999.15,999.17,999.18,999.19,999.2,999.21,999.22,999.22,999.23,999.23,999.23,999.23,999.23,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24
2020-05-31 00:00:00,998.76,998.75,998.75,998.75,998.74,998.74,998.74,998.75,998.76,998.78,998.8,998.82,998.85,998.87,998.9,998.92,998.94,998.96,998.98,999,999.02,999.04,999.06,999.07,999.09,999.11,999.13,999.14,999.15,999.16,999.17,999.17,999.18,999.18,999.18,999.18,999.18,999.19,999.19,999.19,999.19,999.19,999.19,999.19,999.19,999.19,999.19
2020-06-01 00:00:00,998.7,998.7,998.69,998.69,998.69,998.69,998.69,998.71,998.73,998.77,998.79,998.82,998.84,998.86,998.89,998.91,998.93,998.95,998.97,998.98,999,999.02,999.04,999.05,999.07,999.09,999.1,999.11,999.13,999.13,999.14,999.15,999.15,999.16,999.16,999.16,999.16,999.16,999.16,999.16,999.16,999.16,999.16,999.17,999.17,999.17,999.17
2020-06-02 00:00:00,998.83,998.83,998.83,998.83,998.83,998.83,998.83,998.83,998.83,998.84,998.84,998.85,998.85,998.86,998.87,998.87,998.88,998.89,998.9,998.9,998.91,998.92,998.92,998.93,998.94,998.95,998.96,998.97,998.97,998.98,998.98,998.99,998.99,998.99,999,999,999,999,999,999,999.01,999.01,999.01,999.01,999.01,999.01,999.01
2020-06-03 00:00:00,998.65,998.65,998.65,998.66,998.66,998.67,998.68,998.69,998.71,998.72,998.74,998.75,998.77,998.78,998.79,998.81,998.82,998.83,998.84,998.85,998.85,998.86,998.87,998.87,998.88,998.89,998.89,998.9,998.9,998.91,998.91,998.91,998.91,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92,998.92
2020-06-04 00:00:00,998.43,998.43,998.43,998.43,998.44,998.46,998.5,998.55,998.6,998.64,998.68,998.7,998.72,998.74,998.76,998.78,998.79,998.8,998.81,998.82,998.83,998.84,998.85,998.85,998.86,998.87,998.87,998.88,998.88,998.89,998.89,998.89,998.89,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9,998.9
2020-06-05 00:00:00,998.24,998.24,998.24,998.24,998.28,998.33,998.4,998.45,998.51,998.56,998.61,998.64,998.68,998.7,998.73,998.75,998.77,998.78,998.8,998.8,998.81,998.82,998.83,998.84,998.85,998.86,998.87,998.87,998.88,998.88,998.88,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89,998.89
