datetime,dens_0,dens_0.5,dens_1,dens_1.5,dens_2,dens_2.5,dens_3,dens_3.5,dens_4,dens_4.5,dens_5,dens_5.5,dens_6,dens_6.5,dens_7,dens_7.5,dens_8,dens_8.5,dens_9,dens_9.5,dens_10,dens_10.5,dens_11,dens_11.5,dens_12,dens_12.5,dens_13,dens_13.5,dens_14,dens_14.5,dens_15,dens_15.5,dens_16,dens_16.5,dens_17,dens_17.5,dens_18,dens_18.5,dens_19,dens_19.5,dens_20,dens_20.5,dens_21,dens_21.5,dens_22,dens_22.5,dens_23
2020-06-07 00:00:00,998.49,998.49,998.49,998.49,998.49,998.49,998.49,998.49,998.49,998.49,998.52,998.58,998.6,998.61,998.7,998.83,998.84,998.85,998.86,998.92,999.03,999.07,999.09,999.09,999.09,999.09,999.09,999.09,999.1,999.1,999.11,999.12,999.18,999.25,999.33,999.39,999.43,999.45,999.46,999.47,999.48,999.5,999.51,999.53,999.56,999.58,NA
2020-06-08 00:00:00,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.52,998.66,998.9,999.02,999.06,999.08,999.08,999.09,999.09,999.09,999.09,999.1,999.1,999.11,999.13,999.18,999.25,999.33,999.39,999.42,999.44,999.46,999.47,999.48,999.49,999.5,999.53,999.55,999.57,NA
2020-06-09 00:00:00,998.4,998.4,998.4,998.4,998.4,998.4,998.4,998.4,998.4,998.4,998.4,998.4,998.41,998.41,998.45,998.5,998.53,998.55,998.67,998.88,999.02,999.05,999.07,999.08,999.08,999.09,999.09,999.09,999.1,999.1,999.11,999.13,999.18,999.25,999.32,999.38,999.42,999.44,999.45,999.47,999.48,999.49,999.5,999.52,999.55,999.57,NA
2020-06-10 00:00:00,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.37,998.38,998.38,998.38,998.38,998.65,998.92,999.03,999.06,999.07,999.08,999.08,999.09,999.09,999.1,999.11,999.12,999.13,999.18,999.24,999.31,999.37,999.4,999.43,999.44,999.46,999.47,999.48,999.49,999.51,999.53,999.55,NA
2020-06-11 00:00:00,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.34,998.51,998.91,999.01,999.05,999.07,999.08,999.08,999.09,999.09,999.1,999.11,999.12,999.14,999.18,999.24,999.3,999.36,999.4,999.42,999.44,999.45,999.46,999.47,999.48,999.5,999.52,999.54,NA
2020-06-12 00:00:00,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.46,998.82,998.99,999.04,999.06,999.07,999.08,999.08,999.09,999.1,999.11,999.12,999.14,999.18,999.24,999.3,999.35,999.39,999.41,999.43,999.44,999.45,999.46,999.47,999.49,999.51,999.53,NA
2020-06-13 00:00:00,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.19,998.21,998.27,998.31,998.32,998.33,998.34,998.34,998.34,998.35,998.35,998.35,998.43,998.81,998.99,999.04,999.06,999.07,999.08,999.08,999.09,999.1,999.11,999.12,999.14,999.18,999.23,999.3,999.35,999.39,999.41,999.43,999.44,999.45,999.46,999.47,999.49,999.51,999.53,NA
2020-06-14 00:00:00,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.3,998.42,998.89,999.04,999.06,999.07,999.08,999.08,999.09,999.1,999.11,999.12,999.14,999.18,999.23,999.29,999.35,999.38,999.41,999.43,999.44,999.45,999.46,999.47,999.49,999.51,999.52,NA
2020-06-15 00:00:00,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.33,998.34,998.44,998.85,999.02,999.06,999.07,999.08,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.29,999.34,999.38,999.4,999.42,999.44,999.45,999.45,999.46,999.48,999.5,999.52,NA
2020-06-16 00:00:00,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.32,998.34,998.36,998.37,998.45,998.84,999.01,999.06,999.07,999.08,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.29,999.34,999.38,999.4,999.42,999.43,999.44,999.45,999.46,999.48,999.5,999.51,NA
2020-06-17 00:00:00,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.27,998.31,998.35,998.36,998.36,998.43,998.82,999.01,999.05,999.07,999.08,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.29,999.34,999.37,999.4,999.42,999.43,999.44,999.45,999.46,999.47,999.49,999.51,NA
2020-06-18 00:00:00,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.23,998.26,998.75,998.99,999.05,999.07,999.08,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.29,999.34,999.37,999.39,999.41,999.43,999.44,999.45,999.45,999.47,999.49,999.51,NA
2020-06-19 00:00:00,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.17,998.2,998.42,998.94,999.04,999.07,999.08,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.28,999.33,999.37,999.39,999.41,999.42,999.43,999.44,999.45,999.47,999.49,999.5,NA
2020-06-20 00:00:00,997.95,997.95,997.95,997.95,997.95,997.95,997.98,998.08,998.13,998.15,998.16,998.17,998.17,998.18,998.18,998.19,998.19,998.19,998.19,998.19,998.19,998.29,998.91,999.04,999.07,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.28,999.33,999.37,999.39,999.41,999.42,999.43,999.44,999.45,999.47,999.48,999.5,NA
2020-06-21 00:00:00,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,997.99,998.07,998.18,998.18,998.18,998.19,998.19,998.19,998.31,998.89,999.04,999.07,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.28,999.33,999.36,999.39,999.41,999.42,999.43,999.44,999.45,999.47,999.48,999.5,NA
2020-06-22 00:00:00,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,997.95,998,998.17,998.19,998.34,998.87,999.03,999.06,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.28,999.33,999.36,999.39,999.41,999.42,999.43,999.44,999.45,999.46,999.48,999.5,NA
2020-06-23 00:00:00,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.93,997.94,997.98,997.98,997.99,997.99,998.27,998.84,999.03,999.06,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.23,999.28,999.33,999.36,999.39,999.41,999.42,999.43,999.44,999.45,999.46,999.48,999.5,NA
2020-06-24 00:00:00,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,998.19,998.75,999.01,999.06,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.18,999.22,999.28,999.32,999.36,999.38,999.4,999.42,999.43,999.43,999.44,999.46,999.48,999.49,NA
2020-06-25 00:00:00,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.97,997.99,998.01,998.02,998.13,998.74,999.01,999.06,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.17,999.22,999.28,999.32,999.36,999.38,999.4,999.41,999.42,999.43,999.44,999.46,999.47,999.49,NA
2020-06-26 00:00:00,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.96,998,998.12,998.73,999,999.06,999.07,999.08,999.09,999.09,999.1,999.12,999.14,999.17,999.22,999.27,999.32,999.35,999.38,999.4,999.41,999.42,999.43,999.44,999.46,999.47,999.49,NA
2020-06-27 00:00:00,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.86,997.91,997.95,997.98,998.14,998.7,998.99,999.06,999.07,999.08,999.09,999.09,999.1,999.12,999.13,999.17,999.22,999.27,999.32,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.45,999.47,999.48,NA
2020-06-28 00:00:00,997.6,997.6,997.6,997.6,997.6,997.62,997.72,997.8,997.81,997.83,997.84,997.85,997.86,997.86,997.87,997.87,997.87,997.87,997.88,997.88,997.93,998.14,998.7,998.98,999.05,999.07,999.08,999.09,999.09,999.1,999.12,999.13,999.17,999.22,999.27,999.32,999.35,999.37,999.39,999.41,999.42,999.43,999.44,999.45,999.47,999.48,NA
2020-06-29 00:00:00,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.66,997.76,998.05,998.69,998.98,999.05,999.07,999.08,999.09,999.09,999.1,999.11,999.13,999.17,999.22,999.27,999.32,999.35,999.37,999.39,999.41,999.42,999.43,999.43,999.45,999.47,999.48,NA
2020-06-30 00:00:00,997.57,997.57,997.57,997.57,997.57,997.57,997.57,997.57,997.57,997.57,997.57,997.57,997.6,997.64,997.65,997.65,997.66,997.67,997.68,997.69,997.7,997.81,998.39,998.95,999.05,999.07,999.08,999.09,999.09,999.1,999.11,999.13,999.17,999.22,999.27,999.31,999.35,999.37,999.39,999.41,999.42,999.42,999.43,999.45,999.46,999.48,NA
2020-07-01 00:00:00,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.43,997.63,997.65,997.66,997.67,997.68,997.7,997.82,998.39,998.94,999.05,999.07,999.08,999.09,999.09,999.1,999.11,999.13,999.17,999.22,999.27,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-02 00:00:00,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.28,997.32,997.41,997.45,997.6,997.64,997.66,997.66,997.68,997.7,997.82,998.4,998.94,999.04,999.07,999.08,999.09,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-03 00:00:00,997.07,997.07,997.07,997.08,997.1,997.14,997.17,997.2,997.22,997.24,997.26,997.27,997.28,997.28,997.32,997.55,997.63,997.65,997.66,997.67,997.69,997.82,998.4,998.94,999.04,999.07,999.08,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-04 00:00:00,996.86,996.86,996.86,996.88,996.92,996.97,997.02,997.08,997.13,997.18,997.21,997.23,997.24,997.25,997.31,997.53,997.62,997.64,997.65,997.66,997.69,997.82,998.4,998.93,999.04,999.07,999.08,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-05 00:00:00,996.69,996.69,996.69,996.71,996.74,996.8,996.87,996.96,997.04,997.11,997.15,997.19,997.21,997.23,997.3,997.52,997.61,997.63,997.64,997.66,997.68,997.82,998.4,998.93,999.04,999.07,999.08,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-06 00:00:00,996.52,996.52,996.52,996.52,996.52,996.61,996.72,996.84,996.95,997.04,997.1,997.15,997.18,997.2,997.28,997.5,997.6,997.62,997.64,997.65,997.68,997.82,998.4,998.93,999.04,999.06,999.07,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-07 00:00:00,996.56,996.56,996.56,996.56,996.56,996.56,996.56,996.56,996.72,996.97,997.02,997.1,997.15,997.18,997.27,997.48,997.58,997.61,997.63,997.64,997.68,997.83,998.41,998.92,999.03,999.06,999.07,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-08 00:00:00,996.46,996.46,996.46,996.46,996.46,996.46,996.46,996.46,996.53,996.69,996.97,997.06,997.12,997.16,997.26,997.46,997.57,997.61,997.62,997.64,997.67,997.83,998.41,998.92,999.03,999.06,999.07,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-09 00:00:00,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,997.12,997.44,997.56,997.6,997.61,997.63,997.67,997.84,998.42,998.91,999.03,999.06,999.07,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-10 00:00:00,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.57,996.6,996.62,996.63,997.1,997.42,997.55,997.59,997.61,997.63,997.67,997.85,998.42,998.91,999.03,999.06,999.07,999.08,999.09,999.1,999.11,999.13,999.17,999.21,999.26,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-11 00:00:00,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.78,997.23,997.53,997.58,997.6,997.62,997.69,997.89,998.44,998.88,999.01,999.06,999.07,999.08,999.09,999.1,999.11,999.13,999.16,999.21,999.26,999.3,999.34,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-12 00:00:00,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.71,996.74,997.2,997.51,997.57,997.59,997.62,997.69,997.9,998.45,998.88,999.01,999.05,999.07,999.08,999.09,999.09,999.11,999.13,999.16,999.21,999.26,999.3,999.34,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-13 00:00:00,996.64,996.64,996.64,996.64,996.64,996.64,996.64,996.64,996.64,996.64,996.68,996.7,996.71,996.72,996.73,997.17,997.5,997.57,997.58,997.61,997.68,997.9,998.45,998.87,999.01,999.05,999.07,999.08,999.09,999.09,999.11,999.13,999.16,999.21,999.26,999.3,999.34,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-14 00:00:00,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.67,996.83,997.46,997.56,997.58,997.61,997.68,997.91,998.46,998.87,999,999.05,999.07,999.08,999.08,999.09,999.11,999.13,999.16,999.21,999.26,999.3,999.34,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.48,NA
2020-07-15 00:00:00,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.72,996.79,997.31,997.53,997.57,997.61,997.7,997.94,998.47,998.85,998.99,999.04,999.06,999.07,999.08,999.09,999.11,999.12,999.16,999.2,999.25,999.3,999.33,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.47,NA
2020-07-16 00:00:00,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.68,996.73,996.75,997.29,997.52,997.56,997.61,997.69,997.94,998.47,998.85,998.99,999.04,999.06,999.07,999.08,999.09,999.1,999.12,999.16,999.2,999.25,999.3,999.33,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.47,NA
2020-07-17 00:00:00,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.67,996.72,996.73,996.73,996.74,997.28,997.51,997.56,997.6,997.69,997.94,998.47,998.85,998.99,999.04,999.06,999.07,999.08,999.09,999.1,999.12,999.16,999.2,999.25,999.3,999.33,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.47,NA
2020-07-18 00:00:00,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,997.17,997.49,997.55,997.6,997.69,997.95,998.48,998.84,998.98,999.04,999.06,999.07,999.08,999.09,999.1,999.12,999.16,999.2,999.25,999.3,999.33,999.36,999.38,999.4,999.41,999.42,999.43,999.45,999.46,999.47,NA
2020-07-19 00:00:00,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.69,997.02,997.44,997.54,997.6,997.71,997.98,998.48,998.83,998.97,999.03,999.05,999.07,999.08,999.09,999.1,999.12,999.15,999.2,999.25,999.29,999.33,999.36,999.38,999.4,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-20 00:00:00,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.93,997.39,997.52,997.6,997.72,997.99,998.49,998.82,998.96,999.03,999.05,999.07,999.08,999.09,999.1,999.12,999.15,999.19,999.24,999.29,999.33,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-21 00:00:00,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.63,996.67,996.71,996.72,996.72,996.78,997.37,997.52,997.6,997.72,998,998.49,998.82,998.96,999.02,999.05,999.06,999.08,999.09,999.1,999.12,999.15,999.19,999.24,999.29,999.33,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-22 00:00:00,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.66,996.72,997.34,997.51,997.59,997.72,998,998.49,998.81,998.95,999.02,999.05,999.06,999.08,999.09,999.1,999.12,999.15,999.19,999.24,999.29,999.33,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-23 00:00:00,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.71,997.32,997.5,997.59,997.72,998.01,998.49,998.81,998.95,999.02,999.05,999.06,999.07,999.09,999.1,999.12,999.15,999.19,999.24,999.29,999.32,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-24 00:00:00,996.56,996.56,996.56,996.56,996.56,996.57,996.59,996.63,996.65,996.67,996.68,996.7,996.71,996.71,996.72,996.72,996.73,997.26,997.49,997.59,997.72,998.01,998.5,998.81,998.95,999.02,999.04,999.06,999.07,999.08,999.1,999.12,999.15,999.19,999.24,999.29,999.32,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-25 00:00:00,996.59,996.59,996.59,996.59,996.59,996.59,996.59,996.59,996.59,996.59,996.61,996.65,996.68,996.69,996.7,996.71,996.73,997.25,997.48,997.58,997.72,998.01,998.5,998.81,998.95,999.02,999.04,999.06,999.07,999.08,999.1,999.12,999.15,999.19,999.24,999.29,999.32,999.35,999.38,999.39,999.41,999.42,999.43,999.44,999.46,999.47,NA
2020-07-26 00:00:00,996.52,996.52,996.52,996.52,996.52,996.52,996.52,996.52,996.54,996.58,996.62,996.64,996.65,996.66,996.66,996.67,996.7,997.2,997.46,997.58,997.72,998.02,998.5,998.81,998.94,999.01,999.04,999.06,999.07,999.08,999.1,999.12,999.15,999.19,999.24,999.29,999.32,999.35,999.37,999.39,999.4,999.42,999.43,999.44,999.46,999.47,NA
2020-07-27 00:00:00,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.49,996.52,996.6,996.63,996.65,996.74,997.17,997.44,997.57,997.72,998.03,998.5,998.8,998.94,999.01,999.04,999.06,999.07,999.08,999.1,999.12,999.15,999.19,999.24,999.29,999.32,999.35,999.37,999.39,999.4,999.42,999.42,999.44,999.46,999.47,NA
2020-07-28 00:00:00,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.54,996.63,996.76,997.14,997.42,997.57,997.73,998.04,998.5,998.8,998.93,999.01,999.04,999.05,999.07,999.08,999.09,999.11,999.15,999.19,999.24,999.28,999.32,999.35,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-07-29 00:00:00,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.62,996.78,997.11,997.4,997.56,997.73,998.05,998.51,998.79,998.93,999,999.03,999.05,999.07,999.08,999.09,999.11,999.15,999.19,999.23,999.28,999.32,999.35,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-07-30 00:00:00,996.56,996.56,996.56,996.56,996.56,996.56,996.56,996.58,996.6,996.62,996.63,996.65,996.66,996.67,996.67,996.67,996.68,997.08,997.39,997.56,997.73,998.05,998.51,998.79,998.93,999,999.03,999.05,999.07,999.08,999.09,999.11,999.15,999.19,999.23,999.28,999.32,999.35,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-07-31 00:00:00,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,996.65,997.06,997.37,997.55,997.73,998.06,998.51,998.79,998.92,999,999.03,999.05,999.06,999.08,999.09,999.11,999.14,999.18,999.23,999.28,999.32,999.35,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-01 00:00:00,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.62,996.64,996.65,996.67,996.68,996.69,996.7,996.7,996.71,996.71,997.06,997.37,997.55,997.73,998.06,998.51,998.79,998.92,999,999.03,999.05,999.06,999.08,999.09,999.11,999.14,999.18,999.23,999.28,999.32,999.35,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-02 00:00:00,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.6,996.62,996.65,996.66,996.68,996.69,996.69,996.71,997.05,997.36,997.54,997.73,998.06,998.52,998.79,998.92,998.99,999.03,999.05,999.06,999.08,999.09,999.11,999.14,999.18,999.23,999.28,999.32,999.35,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-03 00:00:00,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,996.73,997.04,997.34,997.54,997.73,998.08,998.52,998.79,998.92,998.99,999.03,999.05,999.06,999.08,999.09,999.11,999.14,999.18,999.23,999.28,999.32,999.34,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-04 00:00:00,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.88,996.91,997.3,997.53,997.74,998.09,998.53,998.78,998.91,998.99,999.02,999.04,999.06,999.07,999.09,999.11,999.14,999.18,999.23,999.28,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-05 00:00:00,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,996.98,997,997.3,997.52,997.73,998.09,998.53,998.78,998.91,998.99,999.02,999.04,999.06,999.07,999.09,999.11,999.14,999.18,999.23,999.28,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-06 00:00:00,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.04,997.06,997.3,997.52,997.73,998.1,998.53,998.78,998.91,998.99,999.02,999.04,999.06,999.07,999.09,999.11,999.14,999.18,999.23,999.27,999.31,999.34,999.37,999.39,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-07 00:00:00,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.09,997.1,997.3,997.51,997.73,998.1,998.54,998.78,998.91,998.98,999.02,999.04,999.06,999.07,999.09,999.11,999.14,999.18,999.23,999.27,999.31,999.34,999.37,999.38,999.4,999.41,999.42,999.44,999.46,999.47,NA
2020-08-08 00:00:00,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.13,997.14,997.3,997.5,997.73,998.11,998.54,998.78,998.91,998.98,999.02,999.04,999.06,999.07,999.09,999.11,999.14,999.18,999.23,999.27,999.31,999.34,999.36,999.38,999.4,999.41,999.42,999.44,999.46,999.46,NA
2020-08-09 00:00:00,997.08,997.08,997.08,997.08,997.08,997.08,997.08,997.08,997.08,997.08,997.12,997.15,997.16,997.16,997.17,997.17,997.18,997.19,997.21,997.47,997.72,998.12,998.54,998.78,998.9,998.98,999.02,999.04,999.06,999.07,999.09,999.11,999.14,999.18,999.22,999.27,999.31,999.34,999.36,999.38,999.39,999.41,999.42,999.44,999.45,999.46,NA
2020-08-10 00:00:00,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.09,997.42,997.71,998.12,998.54,998.78,998.9,998.97,999.01,999.04,999.05,999.07,999.08,999.11,999.14,999.18,999.22,999.27,999.3,999.34,999.36,999.38,999.39,999.4,999.42,999.44,999.45,999.46,NA
2020-08-11 00:00:00,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.05,997.07,997.41,997.71,998.12,998.54,998.77,998.9,998.97,999.01,999.03,999.05,999.07,999.08,999.11,999.14,999.18,999.22,999.27,999.3,999.33,999.36,999.38,999.39,999.4,999.41,999.44,999.45,999.46,NA
2020-08-12 00:00:00,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.07,997.13,997.4,997.7,998.13,998.55,998.77,998.9,998.97,999.01,999.03,999.05,999.07,999.08,999.11,999.14,999.18,999.22,999.26,999.3,999.33,999.36,999.38,999.39,999.4,999.41,999.44,999.45,999.46,NA
2020-08-13 00:00:00,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.06,997.09,997.1,997.11,997.11,997.17,997.4,997.69,998.13,998.55,998.77,998.9,998.97,999.01,999.03,999.05,999.07,999.08,999.11,999.14,999.17,999.22,999.26,999.3,999.33,999.36,999.38,999.39,999.4,999.41,999.44,999.45,999.46,NA
