datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
6.875	2.5271525	0	-21.170004	0	0.94979802	163.34	0
6.91666666666667	1.9093717	0	-21.060004	0	0.95265131	163.34	0
6.95833333333333	1.411276	0	-20.959998	0	0.95550317	163.34	0
7	1.17047	0	-20.849997	0	0.95836104	175.59	0
7.04166666666667	1.7194476	0	-21.269995	0	0.94347444	175.59	0
7.08333333333333	2.3079428	0	-21.679999	0	0.92858058	175.59	0
7.125	2.9002414	0	-22.099997	0	0.91382972	160.09	0
7.16666666666667	2.71529	0	-22.459998	0	0.8697245	160.08	0
7.20833333333333	2.569066	0	-22.819998	0	0.82559762	160.08	0
7.25	2.4508161	0	-23.179999	0	0.78144916	162.08	0
7.29166666666667	2.5604882	0	-22.459998	0	0.82516071	162.08	0
7.33333333333333	2.6791789	0	-21.730002	56.387001	0.86885137	162.08	0
7.375	2.7895878	0	-21.010001	184.909	0.91235501	196.55	0
7.41666666666667	2.7549591	0	-19.120001	281.203	1.1103437	196.55	0
7.45833333333333	2.7272331	0	-17.230002	359.56601	1.3089563	196.55	0
7.5	2.6987589	0	-15.340002	422.24899	1.5083117	180.64	0
7.54166666666667	3.0203477	0	-14.959998	386.99399	1.5318436	180.64	0
7.58333333333333	3.3559797	0	-14.570013	325.60501	1.5555413	180.64	0
7.625	3.7075734	0	-14.190009	212.05499	1.5790789	155.92999	0
7.66666666666667	3.465083	0	-15.820013	82.288002	1.4250675	155.92999	0
7.70833333333333	3.2702447	0	-17.459998	0	1.2708724	155.92999	0
7.75	3.1620563	0	-19.090002	0	1.1168427	146.82001	0
7.79166666666667	3.0423676	0	-19.700003	0	1.0563002	146.82001	0
7.83333333333333	2.9187154	0	-20.310004	0	0.99571436	146.82001	0
7.875	2.8008035	0	-20.920004	0	0.93508697	142.94	0
7.91666666666667	2.1181359	0	-21.159995	0	0.91130476	142.94	0
7.95833333333333	1.486775	0	-21.4	0	0.88752111	142.94	0
8	1.0473776	0	-21.65	0	0.86373257	142.06	0
8.04166666666667	0.4850773	0	-22.15	0	0.82841302	142.06	0
8.08333333333333	0.086023253	0	-22.659995	0	0.7931482	142.06	0
8.125	0.64288413	0	-23.159995	0	0.75778773	150.21001	0
8.16666666666667	0.98979796	0	-23.230002	0	0.7557523	150.21001	0
8.20833333333333	1.3473678	0	-23.299994	0	0.7535574	150.21001	0
8.25	1.6959363	0	-23.370001	0	0.75136144	163.39	0
8.29166666666667	1.9483326	0	-22.480002	0	0.81673478	163.39	0
8.33333333333333	2.2146107	0	-21.590002	56.683998	0.88206837	163.39	0
8.375	2.4839485	0	-20.700003	174.41299	0.94735926	197.56	0
8.41666666666667	2.5801743	0	-17.959998	265.08801	1.2976001	197.56	0
8.45833333333333	2.7549591	0	-15.229987	339.00699	1.6482854	197.56	0
8.5	2.9948288	0	-12.500006	277.19101	1.9992685	237.67999	0
8.54166666666667	3.082937	0	-11.359991	254.299	2.2338349	237.67999	0
8.58333333333333	3.1720025	0	-10.229987	214.35699	2.46816	237.67999	0
8.625	3.2712384	0	-9.0900024	107.659	2.7019187	258.16	0
8.66666666666667	3.3503732	0	-9.3700012	42.599998	2.6836166	258.16	0
8.70833333333333	3.4220023	0	-9.65	0	2.665509	258.16	0
8.75	3.5021851	0	-9.9299988	0	2.6472803	278.28	0
8.79166666666667	3.4557923	0	-9.5199951	0	2.7559676	278.28	0
8.83333333333333	3.4580053	0	-9.1200012	0	2.8647198	278.28	0
8.875	3.4913607	0	-8.7099976	0	2.9733876	282.10999	0
8.91666666666667	3.422426	0	-8.3599915	0	3.070804	282.10999	0
8.95833333333333	3.3600149	0	-8.0199951	0	3.1682733	282.10999	0
9	3.2987422	0	-7.6799988	0	3.2654841	286.01999	0
9.04166666666667	3.2551037	0	-7.2500061	0	3.3900587	286.01999	0
9.08333333333333	3.2259108	0	-6.8200134	0	3.5143648	286.01999	0
9.125	3.2215524	0	-6.4	0	3.6387109	273.32001	0
9.16666666666667	2.9459804	0	-6.630011	0	3.5497357	273.32001	0
9.20833333333333	2.7932239	0	-6.8700012	0	3.4608922	273.32001	0
9.25	2.7640007	0	-7.1000122	0	3.3718738	241.50999	0
9.29166666666667	3.2480301	0	-7.1099915	0	3.3641395	241.50999	0
9.33333333333333	3.7340193	0	-7.1200012	52.033001	3.3564134	241.50999	0
9.375	4.2180682	0	-7.130011	171.269	3.3486969	250.35001	0
9.41666666666667	4.6680617	0	-5.1900085	260.11401	3.9572	250.35001	0
9.45833333333333	5.1200098	0	-3.2599854	332.66699	4.5642073	250.35001	0
9.5	5.5640002	0	-1.3200134	286.255	5.1695752	290.01001	1.421e-07
9.54166666666667	5.6135997	0	-0.82999268	262.87201	5.3690304	290.01001	0
9.58333333333333	5.6664364	0	-0.34000244	221.996	5.5679049	290.01001	0
9.625	5.7224207	0	0.15999756	94.556	5.7661939	323.89999	0
9.66666666666667	5.793272	0	0.27999268	38.139	5.8486303	323.89999	4.181e-07
9.70833333333333	5.8715331	0	0.39998779	0	5.930692	323.89999	9.419e-07
9.75	5.9658444	0	0.52001343	0	6.0126917	320.26999	4.249e-07
9.79166666666667	4.9962485	0	0.050012207	0	5.8606743	320.26999	2.7e-07
9.83333333333333	4.0607634	0	-0.41000977	0	5.7087774	320.26999	5.563e-07
9.875	3.1910187	0	-0.88001099	0	5.5573191	315.78	1.896e-07
9.91666666666667	3.2102493	0	-0.70999756	0	5.6432289	315.78	0
9.95833333333333	3.4527236	0	-0.54001465	0	5.7290125	315.78	0
10	3.8808504	0	-0.37000122	0	5.8146736	302.92001	0
10.0416666666667	3.4857998	0	-0.7500061	0	5.6751903	302.92001	0
10.0833333333333	3.1403503	0	-1.130011	0	5.5361434	302.92001	0
10.125	2.8681875	0	-1.5099854	0	5.3973796	299.78	0
10.1666666666667	2.4890963	0	-1.8100037	0	5.2352147	299.78	0
10.2083333333333	2.4596138	0	-2.1000122	0	5.0730424	299.78	0
10.25	2.7908422	0	-2.4	0	4.9108628	299.87	0
10.2916666666667	3.6688553	0	-2.5099854	0	4.7968283	299.87	0
