735599	0	1	-12.811667	85.537369	991.22056	2.9574582	0.005132
735600	5.6979541	0.77497712	-13.579167	86.325341	991.14988	5.0140888	0.0005228
735601	5.1878448	0.83051746	-14.933752	86.391524	991.82261	5.0005809	0
735602	4.4802179	0.90020274	-16.366252	84.904471	987.3349	6.6683789	0
735603	5.09463	0.83952146	-7.7179169	89.724801	975.32889	6.2005172	0
735604	7.3310653	0.60067037	-16.284586	79.990243	984.9561	7.8577612	0
735605	6.2386813	0.74082698	-24.000833	72.298977	986.44705	8.4122042	0
735606	7.2676585	0.62454806	-20.717082	80.435701	988.70973	4.4792997	0
735607	8.3205216	0.48115928	-19.617918	82.277367	993.6895	2.6829818	0
735608	6.2326728	0.75006299	-15.555831	86.369235	992.32087	2.4274857	0
735609	6.1916437	0.74594379	-3.4241699	94.928158	976.60543	4.2333672	0.0029429
735610	4.525434	0.90880068	-2.9491689	93.528994	965.9817	4.6596438	0
735611	6.8315832	0.68921017	-3.9154152	89.904875	969.60857	5.5391837	0
735612	6.7312404	0.70427402	-2.6541631	91.843359	967.67017	4.0241795	0.0001773
735613	4.0159908	0.96181929	-4.8762522	90.098443	969.66033	6.0578402	0.00402
735614	9.4593421	0.35224196	-12.282086	86.501923	980.11511	4.9898818	0
735615	3.7826172	0.98621185	-6.0054166	88.332366	968.01895	6.1366394	0.0006311
735616	4.253868	0.9558732	-11.5325	85.439429	977.12019	5.2607426	3.77e-05
735617	7.7473728	0.64278494	-13.278335	89.233548	974.92799	3.227912	0.0022762
735618	8.3076372	0.57869316	-8.3637515	92.194673	968.931	5.3594006	0
735619	4.8148812	0.92007465	-6.9295817	90.475682	977.27155	4.1007849	0.0005248
735620	10.213452	0.32940874	-19.052918	81.235439	989.43185	4.1720536	0
735621	5.5475604	0.87647509	-16.483331	81.160773	981.00372	6.0242857	0.0005692
735622	9.6338772	0.46867045	-21.038751	81.080508	997.15605	6.1748478	0
735623	5.4833796	0.89026521	-16.082082	85.092619	978.34845	7.8258953	0.0005959
735624	10.440313	0.36258706	-13.499167	78.724342	971.02692	7.4770637	0
735625	7.517718	0.73075429	-11.975416	83.524775	965.19936	6.1897127	0.0037928
735626	10.639674	0.38227432	-21.853334	74.897165	988.22913	7.2602435	0
